"name"	"taxRank"	"taxID"	"Max"	"Loman_centrifuge.kreport.cladeReads"	"Max.1"	"Loman_centrifuge.kreport.cladeReads.."	"lineage"
"Desulfovibrio fairfieldensis"	"S"	44742	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio alaskensis"	"S"	58180	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio alaskensis G20"	"-"	207559	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;alaskensis"
"Desulfovibrio salexigens"	"S"	880	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio salexigens DSM 2638"	"-"	526222	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;salexigens"
"Desulfovibrio carbinolicus"	"S"	296842	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio desulfuricans"	"S"	876	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio desulfuricans ND132"	"-"	641491	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;desulfuricans"
"Desulfovibrio desulfuricans ATCC 27774"	"-"	525146	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;desulfuricans"
"Desulfovibrio piger"	"S"	901	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio magneticus"	"S"	184917	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio magneticus RS-1"	"-"	573370	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;magneticus"
"Desulfovibrio ferrophilus"	"S"	241368	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio africanus"	"S"	873	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio africanus str. Walvis Bay"	"-"	690850	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;africanus"
"Desulfovibrio sp. G11"	"S"	631220	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Candidatus Desulfovibrio trichonymphae"	"S"	1725232	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Pseudodesulfovibrio"	"G"	2035811	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Pseudodesulfovibrio profundus"	"S"	57320	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Pseudodesulfovibrio indicus"	"S"	1716143	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Pseudodesulfovibrio aespoeensis"	"S"	182210	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Pseudodesulfovibrio aespoeensis Aspo-2"	"-"	643562	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio>Pseudodesulfovibrio&nbsp;aespoeensis"
"Lawsonia"	"G"	41707	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Lawsonia intracellularis"	"S"	29546	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Lawsonia"
"Desulfomicrobiaceae"	"F"	213116	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfomicrobium"	"G"	898	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae"
"Desulfomicrobium baculatum"	"S"	899	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium"
"Desulfomicrobium baculatum DSM 4028"	"-"	525897	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium>Desulfomicrobium&nbsp;baculatum"
"Desulfomicrobium orale"	"S"	132132	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium"
"Desulfomicrobium orale DSM 12838"	"-"	888061	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium>Desulfomicrobium&nbsp;orale"
"Desulfohalobiaceae"	"F"	213117	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfohalobium"	"G"	45662	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfohalobium retbaense"	"S"	45663	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae>Desulfohalobium"
"Desulfohalobium retbaense DSM 5692"	"-"	485915	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae>Desulfohalobium>Desulfohalobium&nbsp;retbaense"
"Desulfuromonadales"	"O"	69541	204	204	0.006525	0.006525	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Geobacteraceae"	"F"	213422	134	134	0.004286	0.004286	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	28231	124	124	0.003966	0.003966	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geobacter sulfurreducens"	"S"	35554	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter sulfurreducens PCA"	"-"	243231	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter>Geobacter&nbsp;sulfurreducens"
"Geobacter lovleyi"	"S"	313985	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter lovleyi SZ"	"-"	398767	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter>Geobacter&nbsp;lovleyi"
"Geobacter sp. M21"	"S"	443144	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter sp. M18"	"S"	443143	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter uraniireducens"	"S"	351604	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter uraniireducens Rf4"	"-"	351605	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter>Geobacter&nbsp;uraniireducens"
"Geobacter daltonii"	"S"	1203471	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter daltonii FRC-32"	"-"	316067	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter>Geobacter&nbsp;daltonii"
"Geobacter metallireducens"	"S"	28232	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter metallireducens GS-15"	"-"	269799	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter>Geobacter&nbsp;metallireducens"
"Geobacter pickeringii"	"S"	345632	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter anodireducens"	"S"	1340425	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter bemidjiensis"	"S"	225194	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter bemidjiensis Bem"	"-"	404380	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter>Geobacter&nbsp;bemidjiensis"
"Geoalkalibacter"	"G"	392332	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geoalkalibacter subterraneus"	"S"	483547	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geoalkalibacter"
"Desulfuromonadaceae"	"F"	213421	68	68	0.002175	0.002175	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Pelobacter"	"G"	18	34	34	0.001088	0.001088	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Pelobacter acetylenicus"	"S"	29542	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Pelobacter propionicus"	"S"	29543	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Pelobacter propionicus DSM 2379"	"-"	338966	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter>Pelobacter&nbsp;propionicus"
"Pelobacter sp. SFB93"	"S"	1842532	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Pelobacter carbinolicus"	"S"	19	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Pelobacter carbinolicus DSM 2380"	"-"	338963	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter>Pelobacter&nbsp;carbinolicus"
"Desulfuromonas"	"G"	890	34	34	0.001088	0.001088	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Desulfuromonas soudanensis"	"S"	1603606	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Desulfuromonas"
"Desulfuromonas sp. DDH964"	"S"	1823759	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Desulfuromonas"
"Desulfobacterales"	"O"	213118	147	147	0.004702	0.004702	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	213119	94	94	0.003007	0.003007	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfobacula"	"G"	28222	28	28	0.0008956	0.0008956	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacula toluolica"	"S"	28223	28	28	0.0008956	0.0008956	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacula"
"Desulfobacula toluolica Tol2"	"-"	651182	28	28	0.0008956	0.0008956	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacula>Desulfobacula&nbsp;toluolica"
"Desulfococcus"	"G"	896	27	27	0.0008636	0.0008636	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfococcus oleovorans"	"S"	181663	18	18	0.0005758	0.0005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfococcus"
"Desulfococcus oleovorans Hxd3"	"-"	96561	18	18	0.0005758	0.0005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfococcus>Desulfococcus&nbsp;oleovorans"
"Desulfococcus multivorans"	"S"	897	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfococcus"
"Desulfatibacillum"	"G"	218207	23	23	0.0007357	0.0007357	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfatibacillum alkenivorans"	"S"	259354	23	23	0.0007357	0.0007357	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfatibacillum"
"Desulfatibacillum alkenivorans AK-01"	"-"	439235	23	23	0.0007357	0.0007357	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfatibacillum>Desulfatibacillum&nbsp;alkenivorans"
"Desulfobacterium"	"G"	2295	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium autotrophicum"	"S"	2296	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacterium"
"Desulfobacterium autotrophicum HRM2"	"-"	177437	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacterium>Desulfobacterium&nbsp;autotrophicum"
"Desulfobulbaceae"	"F"	213121	53	53	0.001695	0.001695	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfotalea"	"G"	109168	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfotalea psychrophila"	"S"	84980	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfotalea"
"Desulfotalea psychrophila LSv54"	"-"	177439	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfotalea>Desulfotalea&nbsp;psychrophila"
"Desulfurivibrio"	"G"	427922	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfurivibrio alkaliphilus"	"S"	427923	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfurivibrio"
"Desulfurivibrio alkaliphilus AHT 2"	"-"	589865	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfurivibrio>Desulfurivibrio&nbsp;alkaliphilus"
"Desulfobulbus"	"G"	893	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobulbus oralis"	"S"	1986146	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfobulbus"
"Desulfocapsa"	"G"	53318	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfocapsa sulfexigens"	"S"	65555	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfocapsa"
"Desulfocapsa sulfexigens DSM 10523"	"-"	1167006	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfocapsa>Desulfocapsa&nbsp;sulfexigens"
"Syntrophobacterales"	"O"	213462	51	51	0.001631	0.001631	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Syntrophaceae"	"F"	213468	34	34	0.001088	0.001088	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Desulfomonile"	"G"	2357	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfomonile tiedjei"	"S"	2358	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Desulfomonile"
"Desulfomonile tiedjei DSM 6799"	"-"	706587	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Desulfomonile>Desulfomonile&nbsp;tiedjei"
"Syntrophus"	"G"	43773	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
