"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Mycobacterium dioxanotrophicus"	"S"	482462	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium shigaense"	"S"	722731	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium thermoresistibile"	"S"	1797	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;fortuitum&nbsp;complex"
"Nocardia terpenica"	"S"	455432	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Nocardia"
"Rhodococcus sp. MTM3W5.2"	"S"	1805827	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Gordonia phthalatica"	"S"	1136941	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Gordoniaceae>Gordonia"
"Streptomyces griseochromogenes"	"S"	68214	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces lividans"	"S"	1916	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces venezuelae"	"S"	54571	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces gilvosporeus"	"S"	553510	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. SirexAA-E"	"S"	862751	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. M56"	"S"	1495638	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. S10(2016)"	"S"	1783515	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. S8"	"S"	1837283	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. Sge12"	"S"	1972846	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Kitasatospora aureofaciens"	"S"	1894	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Kitasatospora"
"Bifidobacterium thermophilum"	"S"	33905	4	NA	1	4	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	0.002516	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Pseudonocardia"	"G"	1847	6	NA	1	1	NA	6	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	0.0006291	NA	0.003173	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Thermus scotoductus"	"S"	37636	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae>Thermus"
"Capnocytophaga sp. oral taxon 323"	"S"	1705617	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Polaribacter sp. ALD11"	"S"	2058137	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"unclassified Flavobacteriaceae"	"-"	61432	2	NA	1	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	NA	NA	0.001058	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacteriaceae bacterium UJ101"	"S"	1150389	2	NA	1	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Cellulophaga algicola"	"S"	59600	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Cellulophaga"
"Bacteroides caccae"	"S"	47678	1	NA	1	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides helcogenes"	"S"	290053	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Thermogutta"	"G"	1676125	2	NA	1	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Thermogutta terrifontis"	"S"	1331910	2	NA	1	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Thermogutta"
"Sebaldella"	"G"	32068	7	NA	1	NA	NA	2	NA	NA	2	NA	NA	7	NA	0.01362	NA	0.01362	NA	NA	0.001058	NA	NA	0.001124	NA	NA	0.007894	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Sebaldella termitidis"	"S"	826	7	NA	1	NA	NA	2	NA	NA	2	NA	NA	7	NA	0.01362	NA	0.01362	NA	NA	0.001058	NA	NA	0.001124	NA	NA	0.007894	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Sebaldella"
"Halobacteriales"	"O"	2235	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria"
"Haloarculaceae"	"F"	1963268	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Halobacteriales"
"Halorhabdus"	"G"	146825	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Halobacteriales>Haloarculaceae"
"Halorhabdus utahensis"	"S"	146826	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Halobacteriales>Haloarculaceae>Halorhabdus"
"Natrialbales"	"O"	1644060	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria"
"Natrialbaceae"	"F"	1644061	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales"
"Natrinema"	"G"	88723	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae"
"Natrinema pellirubrum"	"S"	69525	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae>Natrinema"
"Salinarchaeum"	"G"	1269201	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae"
"Salinarchaeum sp. Harcht-Bsk1"	"S"	1333523	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae>Salinarchaeum"
"Synechococcus sp. RCC307"	"S"	316278	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Acaryochloridaceae"	"F"	1890429	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Acaryochloris"	"G"	155977	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Acaryochloridaceae"
"Acaryochloris marina"	"S"	155978	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Acaryochloridaceae>Acaryochloris"
"Calothrix sp. NIES-4101"	"S"	2005461	4	NA	NA	4	NA	4	NA	NA	NA	NA	NA	1	NA	0.002516	NA	NA	0.002516	NA	0.002116	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Rivularia"	"G"	373984	2	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001258	NA	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Rivularia sp. PCC 7116"	"S"	373994	2	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001258	NA	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Rivularia"
"Nostoc sp. PCC 7524"	"S"	28072	7	NA	NA	7	NA	1	NA	NA	NA	NA	NA	NA	NA	0.004404	NA	NA	0.004404	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. CENA543"	"S"	1869241	4	NA	NA	2	NA	4	NA	NA	1	NA	NA	NA	NA	0.002116	NA	NA	0.001258	NA	0.002116	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Cyanothece sp. PCC 7424"	"S"	65393	2	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001258	NA	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Desulfotomaculum ruminis"	"S"	1564	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Clostridium acetobutylicum"	"S"	1488	5	NA	NA	2	NA	5	NA	NA	NA	NA	NA	3	NA	0.003383	NA	NA	0.001258	NA	0.002644	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium cellulovorans"	"S"	1493	15	NA	NA	2	NA	3	NA	NA	15	NA	NA	1	NA	0.008427	NA	NA	0.001258	NA	0.001587	NA	NA	0.008427	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium pasteurianum"	"S"	1501	2	NA	NA	1	NA	2	NA	NA	1	NA	NA	2	NA	0.002255	NA	NA	0.0006291	NA	0.001058	NA	NA	0.0005618	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium tetani"	"S"	1513	2	NA	NA	1	NA	NA	NA	NA	2	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	0.001124	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"[Clostridium] stercorarium"	"S"	1510	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminiclostridium"
"Herbivorax"	"G"	1890281	4	NA	NA	1	NA	4	NA	NA	3	NA	NA	NA	NA	0.002116	NA	NA	0.0006291	NA	0.002116	NA	NA	0.001685	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Herbivorax saccincola"	"S"	1677857	4	NA	NA	1	NA	4	NA	NA	3	NA	NA	NA	NA	0.002116	NA	NA	0.0006291	NA	0.002116	NA	NA	0.001685	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Herbivorax"
"Blautia hansenii"	"S"	1322	4	NA	NA	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.004511	NA	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Blautia"
"[Eubacterium] hallii"	"S"	39488	2	NA	NA	2	NA	NA	NA	NA	1	NA	NA	1	NA	0.001258	NA	NA	0.001258	NA	NA	NA	NA	0.0005618	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"Thermoanaerobacter brockii"	"S"	29323	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter"
"Thermoanaerobacter wiegelii"	"S"	46354	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter"
"Tepidanaerobacter"	"G"	499228	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Tepidanaerobacter acetatoxydans"	"S"	499229	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Tepidanaerobacter"
"Lactobacillus ginsenosidimutans"	"S"	1007676	7	NA	NA	1	NA	NA	NA	NA	7	NA	NA	NA	NA	0.003933	NA	NA	0.0006291	NA	NA	NA	NA	0.003933	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus hokkaidonensis"	"S"	1193095	23	NA	NA	1	NA	1	NA	NA	23	NA	NA	2	NA	0.01292	NA	NA	0.0006291	NA	0.0005289	NA	NA	0.01292	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Streptococcus equi"	"S"	1336	6	NA	NA	1	NA	NA	NA	NA	6	NA	NA	1	NA	0.003371	NA	NA	0.0006291	NA	NA	NA	NA	0.003371	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group"
"Streptococcus lutetiensis"	"S"	150055	71	NA	NA	2	NA	3	NA	NA	71	NA	NA	NA	NA	0.03989	NA	NA	0.001258	NA	0.001587	NA	NA	0.03989	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pasteurianus"	"S"	197614	57	NA	NA	1	NA	1	NA	NA	57	NA	NA	NA	NA	0.03202	NA	NA	0.0006291	NA	0.0005289	NA	NA	0.03202	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Jeotgalibaca dankookensis"	"S"	708126	17	NA	NA	1	NA	5	NA	NA	17	NA	NA	1	NA	0.00955	NA	NA	0.0006291	NA	0.002644	NA	NA	0.00955	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Jeotgalibaca"
"Enterococcus mundtii"	"S"	53346	28	NA	NA	1	NA	NA	NA	NA	28	NA	NA	NA	NA	0.01573	NA	NA	0.0006291	NA	NA	NA	NA	0.01573	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Vagococcus penaei"	"S"	633807	110	NA	NA	1	NA	NA	NA	NA	110	NA	NA	NA	NA	0.0618	NA	NA	0.0006291	NA	NA	NA	NA	0.0618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Vagococcus"
"Tetragenococcus"	"G"	51668	45	NA	NA	1	NA	1	NA	NA	45	NA	NA	2	NA	0.02528	NA	NA	0.0006291	NA	0.0005289	NA	NA	0.02528	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Tetragenococcus halophilus"	"S"	51669	45	NA	NA	1	NA	1	NA	NA	45	NA	NA	2	NA	0.02528	NA	NA	0.0006291	NA	0.0005289	NA	NA	0.02528	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Tetragenococcus"
"Aerococcus christensenii"	"S"	87541	26	NA	NA	1	NA	NA	NA	NA	26	NA	NA	NA	NA	0.01461	NA	NA	0.0006291	NA	NA	NA	NA	0.01461	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
