"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Hydrogenedentes"	"P"	11400	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	"Bacteria"
"Hydrogenedentia"	"C"	25702	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	"Bacteria>Hydrogenedentes"
"Hydrogenedentiales"	"O"	25703	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia"
"Hydrogenedensaceae"	"F"	25704	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia>Hydrogenedentiales"
"SBXY-748"	"F"	1661	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"TG3"	"F"	25610	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"4-29-1"	"C"	25734	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Nitrospirae"
"Acetothermia"	"P"	11130	3	NA	NA	NA	NA	NA	3	NA	NA	1	NA	0.001685	NA	NA	NA	NA	NA	0.001685	NA	NA	0.001128	NA	"Bacteria"
"Acetothermiia"	"C"	24412	3	NA	NA	NA	NA	NA	3	NA	NA	1	NA	0.001685	NA	NA	NA	NA	NA	0.001685	NA	NA	0.001128	NA	"Bacteria>Acetothermia"
"Hydrogenobaculaceae"	"F"	24573	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Aquificae>Aquificae>Aquificales"
"Hydrogenobaculum"	"G"	24574	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenobaculaceae"
"Thermotogae"	"P"	3963	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria"
"Thermotogae"	"C"	3964	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Thermotogae"
"Petrotogales"	"O"	14719	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae"
"Petrotogaceae"	"F"	14720	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae>Petrotogales"
"Marinitoga"	"G"	14724	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"SC103"	"G"	14727	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"CK-2C2-2"	"P"	25101	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria"
"Vermiphilaceae"	"F"	25548	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Dependentiae>Babeliae>Babeliales"
"Hemiptera"	"O"	13042	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda>Insecta>Pterygota>Neoptera"
"Annelida"	"P"	12895	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Polychaeta"	"C"	12917	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Annelida"
"Scolecida"	"-"	12927	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Annelida>Polychaeta"
"Spionida"	"O"	12937	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Annelida>Polychaeta>Scolecida"
"Nucletmycea"	"D"	6508	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Eukaryota>Opisthokonta"
"Fungi"	"K"	6516	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea"
"Dikarya"	"-"	6593	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Ascomycota"	"P"	6594	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya"
"Pezizomycotina"	"-"	6596	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota"
"Sordariomycetes"	"C"	7420	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Sordariales"	"O"	7627	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Incertae Sedis"	"F"	7644	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Sordariales"
"Kionochaeta"	"G"	7650	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Sordariales>Incertae&nbsp;Sedis"
"LKM15"	"P"	14090	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Lamiales"	"O"	4731	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta"
"Mimulus"	"G"	10124	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta>Lamiales"
"Spirotrichonymphea"	"C"	6333	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Excavata>Metamonada>Parabasalia"
"Holomastigotoides"	"G"	6334	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Excavata>Metamonada>Parabasalia>Spirotrichonymphea"
"Methanococci"	"C"	129	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Archaea>Euryarchaeota"
"Methanococcales"	"O"	130	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Archaea>Euryarchaeota>Methanococci"
"Methanocaldococcaceae"	"F"	131	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Archaea>Euryarchaeota>Methanococci>Methanococcales"
"Methanocaldococcus"	"G"	132	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Archaea>Euryarchaeota>Methanococci>Methanococcales>Methanocaldococcaceae"
"Ralstonia"	"G"	26443	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sutterella"	"G"	26454	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ferribacterium"	"G"	26567	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	3717	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Morganella"	"G"	3512	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"uncultured"	"G"	14661	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Saccharospirillaceae"	"F"	3667	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Oleibacter"	"G"	26790	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Reinekea"	"G"	26792	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"uncultured"	"G"	26829	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	NA	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Steroidobacteraceae"
"Cellvibrionaceae"	"F"	11514	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"uncultured"	"G"	11527	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Thiocapsa"	"G"	3429	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"EPR3968-O8a-Bc78"	"O"	26622	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"B2M28"	"O"	26324	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"endosymbionts"	"G"	26858	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales>Thiomicrospiraceae"
"Sediminimonas"	"G"	2649	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Shimia"	"G"	2651	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aminobacter"	"G"	26092	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Hoeflea"	"G"	26108	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Rhodoplanes"	"G"	26157	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"uncultured"	"G"	2444	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"alphaI cluster"	"G"	26054	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylopilaceae"	"F"	26076	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	NA	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hansschlegelia"	"G"	26078	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	NA	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Stappiaceae"	"F"	26133	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pannonibacter"	"G"	26138	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Rhodothalassium"	"G"	26141	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"KF-JG30-B3"	"F"	2493	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Thermopetrobacteraceae"	"F"	26145	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Thermopetrobacter"	"G"	26146	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Thermopetrobacteraceae"
"Neokomagataea"	"G"	25925	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Roseococcus"	"G"	25931	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"UKL13-1"	"G"	25969	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Magnetospiraceae"	"F"	26178	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26182	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Elsterales"	"O"	25978	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	25985	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales"
"Thalassobaculales"	"O"	26252	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	26261	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales"
"Silvanigrella"	"G"	26285	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Pseudopedobacter"	"G"	25029	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Prevotella 9"	"G"	11183	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella 7"	"G"	11182	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Bacteroidetes vadinHA17"	"F"	24596	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Dyadobacter"	"G"	24797	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fibrella"	"G"	24799	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Pseudarcicella"	"G"	24809	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Pontibacter"	"G"	24780	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"MWH-CFBk5"	"F"	24782	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Wenyingzhuangia"	"G"	24967	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Phaeodactylibacter"	"G"	24708	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Kryptoniales"	"O"	25063	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Ignavibacteria"
"BSV26"	"F"	25064	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Kryptoniales"
"Rubrivirga"	"G"	25097	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Anaerostipes"	"G"	1991	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Coprococcus 3"	"G"	11303	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae NK3A20 group"	"G"	11318	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Tyzzerella 3"	"G"	11335	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"[Eubacterium] xylanophilum group"	"G"	14375	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Agathobacter"	"G"	25644	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Clostridium sensu stricto"	"G"	1904	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;2"
"Clostridiales vadinBB60 group"	"F"	11286	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"F"	14393	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales"
"Dubosiella"	"G"	25675	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
