"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.kreport.cladeReads"	"kraken2_classification_june_BC02.kreport.cladeReads"	"kraken2_classification_june_BC03.kreport.cladeReads"	"kraken2_classification_june_BC04.kreport.cladeReads"	"kraken2_classification_june_BC05.kreport.cladeReads"	"kraken2_classification_june_BC06.kreport.cladeReads"	"kraken2_classification_june_BC07.kreport.cladeReads"	"kraken2_classification_june_BC08.kreport.cladeReads"	"kraken2_classification_june_BC09.kreport.cladeReads"	"kraken2_classification_june_BC10.kreport.cladeReads"	"kraken2_classification_june_BC11.kreport.cladeReads"	"kraken2_classification_june_BC12.kreport.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.kreport.cladeReads.."	"kraken2_classification_june_BC02.kreport.cladeReads.."	"kraken2_classification_june_BC03.kreport.cladeReads.."	"kraken2_classification_june_BC04.kreport.cladeReads.."	"kraken2_classification_june_BC05.kreport.cladeReads.."	"kraken2_classification_june_BC06.kreport.cladeReads.."	"kraken2_classification_june_BC07.kreport.cladeReads.."	"kraken2_classification_june_BC08.kreport.cladeReads.."	"kraken2_classification_june_BC09.kreport.cladeReads.."	"kraken2_classification_june_BC10.kreport.cladeReads.."	"kraken2_classification_june_BC11.kreport.cladeReads.."	"kraken2_classification_june_BC12.kreport.cladeReads.."	"lineage"
"Serinicoccus"	"G"	265976	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Serinicoccus sp. JLT9"	"S"	1758689	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae>Serinicoccus"
"Beutenbergiaceae"	"F"	125316	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001887	NA	NA	0.001887	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Miniimonas"	"G"	947525	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Beutenbergiaceae"
"Miniimonas sp. S16"	"S"	2171623	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Beutenbergiaceae>Miniimonas"
"Streptomyces xiamenensis"	"S"	408015	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces lydicus"	"S"	47763	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. CB09001"	"S"	2083284	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sviceus"	"S"	285530	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sviceus ATCC 29083"	"-"	463191	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;sviceus"
"Streptomyces formicae"	"S"	1616117	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. Sge12"	"S"	1972846	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptosporangiaceae"	"F"	2004	2	NA	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nonomuraea"	"G"	83681	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Nonomuraea sp. ATCC 55076"	"S"	1909395	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae>Nonomuraea"
"Aeromicrobium marinum"	"S"	219314	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"Aeromicrobium marinum DSM 15272"	"-"	585531	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium>Aeromicrobium&nbsp;marinum"
"Marmoricola"	"G"	86795	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Marmoricola scoriae"	"S"	642780	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Marmoricola"
"Tessaracoccus aquimaris"	"S"	1332264	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Tessaracoccus sp. T2.5-30"	"S"	1909732	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Auraticoccus"	"G"	1278221	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001258	NA	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Auraticoccus monumenti"	"S"	675864	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001258	NA	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Auraticoccus"
"Actinoplanes teichomyceticus"	"S"	1867	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinoplanes teichomyceticus ATCC 31121"	"-"	457423	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes>Actinoplanes&nbsp;teichomyceticus"
"Allokutzneria"	"G"	1137960	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Allokutzneria albata"	"S"	211114	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Allokutzneria"
"Frankia sp. EAN1pec"	"S"	298653	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Glycomycetales"	"O"	85014	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Glycomycetaceae"	"F"	85034	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales"
"Stackebrandtia"	"G"	283810	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae"
"Stackebrandtia nassauensis"	"S"	283811	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae>Stackebrandtia"
"Stackebrandtia nassauensis DSM 44728"	"-"	446470	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae>Stackebrandtia>Stackebrandtia&nbsp;nassauensis"
"Denitrobacterium"	"G"	79603	3	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001887	NA	NA	0.001887	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Denitrobacterium detoxificans"	"S"	79604	3	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001887	NA	NA	0.001887	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Denitrobacterium"
"Slackia"	"G"	84108	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Slackia heliotrinireducens"	"S"	84110	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Slackia"
"Slackia heliotrinireducens DSM 20476"	"-"	471855	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Slackia>Slackia&nbsp;heliotrinireducens"
"Eggerthella lenta"	"S"	84112	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Coriobacteriaceae"	"F"	84107	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001258	NA	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	102106	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001258	NA	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Collinsella aerofaciens"	"S"	74426	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001258	NA	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Collinsella"
"Libanicoccus"	"G"	1935188	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Libanicoccus massiliensis"	"S"	1871022	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Libanicoccus"
"Rubrobacter xylanophilus"	"S"	49319	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Rubrobacter xylanophilus DSM 9941"	"-"	266117	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter>Rubrobacter&nbsp;xylanophilus"
"Actinobacteria bacterium IMCC26077"	"S"	1848755	2	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001058	NA	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Roseiflexus castenholzii"	"S"	120962	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexineae>Roseiflexaceae>Roseiflexus"
"Roseiflexus castenholzii DSM 13941"	"-"	383372	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexineae>Roseiflexaceae>Roseiflexus>Roseiflexus&nbsp;castenholzii"
"Sphaerobacteridae"	"-"	85000	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia"
"Sphaerobacterales"	"O"	85001	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae"
"Sphaerobacterineae"	"-"	255728	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales"
"Sphaerobacteraceae"	"F"	85002	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales>Sphaerobacterineae"
"Sphaerobacter"	"G"	2056	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales>Sphaerobacterineae>Sphaerobacteraceae"
"Sphaerobacter thermophilus"	"S"	2057	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales>Sphaerobacterineae>Sphaerobacteraceae>Sphaerobacter"
"Sphaerobacter thermophilus DSM 20745"	"-"	479434	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales>Sphaerobacterineae>Sphaerobacteraceae>Sphaerobacter>Sphaerobacter&nbsp;thermophilus"
"Escherichia coli KO11FL"	"-"	595495	50	NA	NA	1	NA	NA	NA	NA	50	NA	NA	NA	NA	0.02809	NA	NA	0.0006291	NA	NA	NA	NA	0.02809	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Escherichia>Escherichia&nbsp;coli"
"Escherichia coli UMNF18"	"-"	1050617	411	NA	NA	1	NA	1	NA	NA	411	NA	NA	3	NA	0.2309	NA	NA	0.0006291	NA	0.0005289	NA	NA	0.2309	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Escherichia>Escherichia&nbsp;coli"
"Escherichia coli M12"	"-"	1392858	697	NA	NA	1	NA	1	NA	NA	697	NA	NA	2	NA	0.3916	NA	NA	0.0006291	NA	0.0005289	NA	NA	0.3916	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Escherichia>Escherichia&nbsp;coli"
"Salmonella enterica subsp. enterica serovar Newport str. Levine 15"	"-"	930779	412	NA	NA	1	NA	1	NA	NA	412	NA	NA	1	NA	0.2315	NA	NA	0.0006291	NA	0.0005289	NA	NA	0.2315	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Newport"
"Salmonella enterica subsp. enterica serovar Cubana"	"-"	189201	316	NA	NA	1	NA	NA	NA	NA	316	NA	NA	1	NA	0.1775	NA	NA	0.0006291	NA	NA	NA	NA	0.1775	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050"	"-"	1271863	316	NA	NA	1	NA	NA	NA	NA	316	NA	NA	1	NA	0.1775	NA	NA	0.0006291	NA	NA	NA	NA	0.1775	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Cubana"
"Salmonella enterica subsp. enterica serovar Derby"	"-"	28144	102	NA	NA	1	NA	1	NA	NA	102	NA	NA	1	NA	0.0573	NA	NA	0.0006291	NA	0.0005289	NA	NA	0.0573	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"aphid secondary symbionts"	"-"	146507	63	NA	NA	2	NA	3	NA	NA	63	NA	NA	4	NA	0.03539	NA	NA	0.001258	NA	0.001587	NA	NA	0.03539	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts"
"Candidatus Hamiltonella"	"G"	568987	35	NA	NA	2	NA	2	NA	NA	35	NA	NA	3	NA	0.01966	NA	NA	0.001258	NA	0.001058	NA	NA	0.01966	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts"
"Candidatus Hamiltonella defensa"	"S"	138072	35	NA	NA	2	NA	2	NA	NA	35	NA	NA	3	NA	0.01966	NA	NA	0.001258	NA	0.001058	NA	NA	0.01966	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts>Candidatus&nbsp;Hamiltonella"
"Candidatus Hamiltonella defensa (Bemisia tabaci)"	"-"	672795	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts>Candidatus&nbsp;Hamiltonella>Candidatus&nbsp;Hamiltonella&nbsp;defensa"
"Enterobacter hormaechei"	"S"	158836	22	NA	NA	1	NA	NA	NA	NA	22	NA	NA	1	NA	0.01236	NA	NA	0.0006291	NA	NA	NA	NA	0.01236	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Citrobacter koseri"	"S"	545	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	NA	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
