"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Halobacillus mangrovi"	"S"	402384	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Halobacillus"
"Lentibacillus amyloliquefaciens"	"S"	1472767	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lentibacillus"
"Staphylococcus sciuri"	"S"	1296	64	NA	NA	NA	NA	NA	NA	NA	64	NA	NA	NA	NA	0.03659	NA	NA	NA	NA	NA	NA	NA	0.03659	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus pasteuri"	"S"	45972	35	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	0.02001	NA	NA	NA	NA	NA	NA	NA	0.02001	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus nepalensis"	"S"	214473	32	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	0.0183	NA	NA	NA	NA	NA	NA	NA	0.0183	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus epidermidis"	"S"	1282	31	NA	NA	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	0.01773	NA	NA	NA	NA	NA	NA	NA	0.01773	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus felis"	"S"	46127	25	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	0.01429	NA	NA	NA	NA	NA	NA	NA	0.01429	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus kloosii"	"S"	29384	20	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	0.01144	NA	NA	NA	NA	NA	NA	NA	0.01144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus muscae"	"S"	1294	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.00629	NA	NA	NA	NA	NA	NA	NA	0.00629	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus haemolyticus"	"S"	1283	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus carnosus"	"S"	1281	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003431	NA	NA	NA	NA	NA	NA	NA	0.003431	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus warneri"	"S"	1292	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus agnetis"	"S"	985762	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hominis"	"S"	1290	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus equorum"	"S"	246432	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Macrococcus canis"	"S"	1855823	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Macrococcus"
"Planococcus donghaensis"	"S"	414778	28	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	0.01601	NA	NA	NA	NA	NA	NA	NA	0.01601	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus rifietoensis"	"S"	200991	19	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	1	NA	0.01086	NA	NA	NA	NA	NA	NA	NA	0.01086	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus maritimus"	"S"	192421	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	0.006861	NA	NA	NA	NA	NA	NA	NA	0.006861	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus faecalis"	"S"	1598147	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus kocurii"	"S"	1374	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus antarcticus"	"S"	161360	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus sp. L10.15"	"S"	1302659	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Rummeliibacillus stabekisii"	"S"	241244	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005718	NA	NA	NA	NA	NA	NA	NA	0.005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Rummeliibacillus"
"Listeria ivanovii"	"S"	1638	54	NA	NA	NA	NA	NA	NA	NA	54	NA	NA	NA	NA	0.03088	NA	NA	NA	NA	NA	NA	NA	0.03088	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Paenibacillus yonginensis"	"S"	1462996	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. 32O-W"	"S"	1695218	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus terrae"	"S"	159743	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus odorifer"	"S"	189426	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Aneurinibacillus soli"	"S"	1500254	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005146	NA	NA	NA	NA	NA	NA	NA	0.005146	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group>Aneurinibacillus"
"Aneurinibacillus sp. XH2"	"S"	1450761	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group>Aneurinibacillus"
"Brevibacillus laterosporus"	"S"	1465	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus"
"Tumebacillus algifaecis"	"S"	1214604	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae>Tumebacillus"
"Exiguobacterium antarcticum"	"S"	132920	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium"
"Exiguobacterium sp. ZWU0009"	"S"	1224749	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium"
"Lactobacillus sp. CBA3605"	"S"	2099788	56	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	NA	NA	0.03202	NA	NA	NA	NA	NA	NA	NA	0.03202	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus reuteri"	"S"	1598	15	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0.008577	NA	NA	NA	NA	NA	NA	NA	0.008577	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus amylolyticus"	"S"	83683	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	1	NA	0.005718	NA	NA	NA	NA	NA	NA	NA	0.005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus parabuchneri"	"S"	152331	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	NA	NA	NA	0.004003	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus curvatus"	"S"	28038	5	NA	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	1.515	NA	NA	NA	NA	NA	NA	NA	0.002859	1.515	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus lindneri"	"S"	53444	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus koreensis"	"S"	637971	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus paracasei"	"S"	1597	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;casei&nbsp;group"
"Lactobacillus kefiranofaciens"	"S"	267818	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus buchneri"	"S"	1581	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus allii"	"S"	1847728	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus acidophilus"	"S"	1579	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus alimentarius"	"S"	1602	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus zymae"	"S"	267363	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Pediococcus inopinatus"	"S"	114090	20	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	0.01144	NA	NA	NA	NA	NA	NA	NA	0.01144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Pediococcus claussenii"	"S"	187452	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Pediococcus acidilactici"	"S"	1254	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus>Pediococcus&nbsp;acidilactici&nbsp;group"
"Enterococcus wangshanyuanii"	"S"	2005703	17	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	0.00972	NA	NA	NA	NA	NA	NA	NA	0.00972	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus thailandicus"	"S"	417368	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Streptococcus salivarius"	"S"	1304	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	3	NA	0.008005	NA	NA	NA	NA	NA	NA	NA	0.008005	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus equinus"	"S"	1335	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	0.007433	NA	NA	NA	NA	NA	NA	NA	0.007433	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pluranimalium"	"S"	82348	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus merionis"	"S"	400065	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus gordonii"	"S"	1302	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus iniae"	"S"	1346	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus parasanguinis"	"S"	1318	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus himalayensis"	"S"	1888195	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Lactococcus raffinolactis"	"S"	1366	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	NA	NA	NA	0.002859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Leuconostoc sp. C2"	"S"	979982	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Leuconostoc"
"Carnobacterium sp. CP1"	"S"	1564681	60	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	0.03431	NA	NA	NA	NA	NA	NA	NA	0.03431	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Carnobacterium sp. 17-4"	"S"	208596	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Aerococcus urinaehominis"	"S"	128944	23	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	1	NA	0.01315	NA	NA	NA	NA	NA	NA	NA	0.01315	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Lactobacillales bacterium"	"S"	1993866	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003431	NA	NA	NA	NA	NA	NA	NA	0.003431	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>unclassified&nbsp;Lactobacillales>unclassified&nbsp;Lactobacillales&nbsp;(miscellaneous)"
"Desulfitobacterium hafniense"	"S"	49338	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Clostridium sp. SY8519"	"S"	1042156	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	NA	0.004003	NA	NA	NA	NA	NA	NA	NA	0.004003	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Thermoanaerobacterium thermosaccharolyticum"	"S"	1517	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Thermoanaerobacterium"
"Caldicellulosiruptor lactoaceticus"	"S"	52766	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Caldicellulosiruptor"
"Veillonella parvula"	"S"	29466	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales>Veillonellaceae>Veillonella"
"Veillonella rodentium"	"S"	248315	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales>Veillonellaceae>Veillonella"
"Ndongobacter massiliensis"	"S"	1871025	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>unclassified&nbsp;Firmicutes&nbsp;sensu&nbsp;stricto>Ndongobacter"
