"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Dyadobacter fermentans"	"S"	94254	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter"
"Dyadobacter fermentans DSM 18053"	"-"	471854	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter>Dyadobacter&nbsp;fermentans"
"Cytophaga"	"G"	978	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Cytophaga hutchinsonii"	"S"	985	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Cytophaga"
"Cytophaga hutchinsonii ATCC 33406"	"-"	269798	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Cytophaga>Cytophaga&nbsp;hutchinsonii"
"Fibrella"	"G"	861914	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Fibrella sp. ES10-3-2-2"	"S"	1834519	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Fibrella"
"Arcticibacterium"	"G"	2173039	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Arcticibacterium luteifluviistationis"	"S"	1784714	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Arcticibacterium"
"Hymenobacteraceae"	"F"	1853232	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Hymenobacter"	"G"	89966	9	9	0.007111	0.007111	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Hymenobacter sp. APR13"	"S"	1356852	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter swuensis"	"S"	1446467	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter swuensis DY53"	"-"	1227739	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter>Hymenobacter&nbsp;swuensis"
"Hymenobacter nivis"	"S"	1850093	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. DG25A"	"S"	1385663	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sedentarius"	"S"	1411621	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Pontibacter"	"G"	323449	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Pontibacter akesuensis"	"S"	388950	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Pontibacter korlensis"	"S"	400092	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Flammeovirgaceae"	"F"	200667	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Flammeovirga"	"G"	59739	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Flammeovirga sp. MY04"	"S"	1191459	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Flammeovirga"
"Flammeovirga sp. L12M1"	"S"	2494373	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Flammeovirga"
"unclassified Flammeovirgaceae"	"-"	340671	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Flammeovirgaceae bacterium 311"	"S"	1257021	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>unclassified&nbsp;Flammeovirgaceae"
"Cyclobacteriaceae"	"F"	563798	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Cyclobacterium"	"G"	68288	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium amurskyense"	"S"	320787	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Cyclobacterium"
"Echinicola"	"G"	390846	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Echinicola strongylocentroti"	"S"	1795355	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Echinicola"
"Belliella"	"G"	232244	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Belliella baltica"	"S"	232259	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Belliella"
"Belliella baltica DSM 15883"	"-"	866536	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Belliella>Belliella&nbsp;baltica"
"Algoriphagus"	"G"	246875	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus sp. M8-2"	"S"	1727163	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"unclassified Cytophagales"	"-"	1124781	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Chryseolinea"	"G"	1433993	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>unclassified&nbsp;Cytophagales"
"Chryseolinea sp. KIS68-18"	"S"	2321403	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>unclassified&nbsp;Cytophagales>Chryseolinea"
"Amoebophilaceae"	"F"	1501348	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Candidatus Cardinium"	"G"	273135	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae"
"Cardinium endosymbiont of Sogatella furcifera"	"S"	650378	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Persicobacteraceae"	"F"	1853234	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Persicobacter"	"G"	59740	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Persicobacteraceae"
"Persicobacter sp. JZB09"	"S"	1085624	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Persicobacteraceae>Persicobacter"
"Bernardetiaceae"	"F"	1937968	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Bernardetia"	"G"	1937972	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Bernardetiaceae"
"Bernardetia litoralis"	"S"	999	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Bernardetiaceae>Bernardetia"
"Bernardetia litoralis DSM 6794"	"-"	880071	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Bernardetiaceae>Bernardetia>Bernardetia&nbsp;litoralis"
"Bacteroidia"	"C"	200643	44	44	0.03476	0.03476	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Bacteroidales"	"O"	171549	43	43	0.03397	0.03397	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia"
"Bacteroidaceae"	"F"	815	17	17	0.01343	0.01343	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroides"	"G"	816	17	17	0.01343	0.01343	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Bacteroides fragilis"	"S"	817	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides thetaiotaomicron"	"S"	818	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides thetaiotaomicron VPI-5482"	"-"	226186	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;thetaiotaomicron"
"Bacteroides salanitronis"	"S"	376805	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides salanitronis DSM 18170"	"-"	667015	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;salanitronis"
"Bacteroides caecimuris"	"S"	1796613	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides ovatus"	"S"	28116	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides caccae"	"S"	47678	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides cellulosilyticus"	"S"	246787	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides helcogenes"	"S"	290053	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides helcogenes P 36-108"	"-"	693979	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;helcogenes"
"Bacteroides dorei"	"S"	357276	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides dorei CL03T12C01"	"-"	997877	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;dorei"
"Prevotellaceae"	"F"	171552	13	13	0.01027	0.01027	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Prevotella"	"G"	838	13	13	0.01027	0.01027	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella intermedia"	"S"	28131	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella oris"	"S"	28135	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella melaninogenica"	"S"	28132	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella ruminicola"	"S"	839	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella ruminicola 23"	"-"	264731	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>Prevotella&nbsp;ruminicola"
"Prevotella denticola"	"S"	28129	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella denticola F0289"	"-"	767031	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>Prevotella&nbsp;denticola"
"Prevotella enoeca"	"S"	76123	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella fusca"	"S"	589436	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella fusca JCM 17724"	"-"	1236517	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>Prevotella&nbsp;fusca"
"Prevotella jejuni"	"S"	1177574	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"unclassified Bacteroidales"	"-"	333046	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Candidatus Azobacteroides"	"G"	511434	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>unclassified&nbsp;Bacteroidales"
"Candidatus Azobacteroides pseudotrichonymphae"	"S"	511435	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>unclassified&nbsp;Bacteroidales>Candidatus&nbsp;Azobacteroides"
"Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2"	"-"	511995	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>unclassified&nbsp;Bacteroidales>Candidatus&nbsp;Azobacteroides>Candidatus&nbsp;Azobacteroides&nbsp;pseudotrichonymphae"
"unclassified Bacteroidales (miscellaneous)"	"-"	185291	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>unclassified&nbsp;Bacteroidales"
"Bacteroidales bacterium CF"	"S"	1400053	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>unclassified&nbsp;Bacteroidales>unclassified&nbsp;Bacteroidales&nbsp;(miscellaneous)"
"Porphyromonadaceae"	"F"	171551	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Porphyromonas"	"G"	836	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae"
"Porphyromonas gingivalis"	"S"	837	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Petrimonas"	"G"	307628	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae"
"Petrimonas mucosa"	"S"	1642646	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae>Petrimonas"
"Tannerellaceae"	"F"	2005525	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Tannerella"	"G"	195950	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"Tannerella forsythia"	"S"	28112	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae>Tannerella"
"Parabacteroides"	"G"	375288	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"Rikenellaceae"	"F"	171550	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Mucinivorans"	"G"	1611681	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Mucinivorans hirudinis"	"S"	1433126	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae>Mucinivorans"
"Odoribacteraceae"	"F"	1853231	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Butyricimonas"	"G"	574697	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Odoribacteraceae"
"Butyricimonas faecalis"	"S"	2093856	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Odoribacteraceae>Butyricimonas"
"Dysgonamonadaceae"	"F"	2005520	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Proteiniphilum"	"G"	294702	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonamonadaceae"
"Proteiniphilum saccharofermentans"	"S"	1642647	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonamonadaceae>Proteiniphilum"
"Paludibacteraceae"	"F"	2005523	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Paludibacter"	"G"	346096	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae"
"Paludibacter propionicigenes"	"S"	185300	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae>Paludibacter"
