"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Planctomycetes"	"P"	2293	168	168	0.1327	0.1327	"Bacteria"
"Planctomycetacia"	"C"	2337	74	74	0.05847	0.05847	"Bacteria>Planctomycetes"
"Pirellulales"	"O"	25866	33	33	0.02607	0.02607	"Bacteria>Planctomycetes>Planctomycetacia"
"Pirellulaceae"	"F"	25867	33	33	0.02607	0.02607	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales"
"uncultured"	"G"	25884	9	9	0.007111	0.007111	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Pir4 lineage"	"G"	25875	9	9	0.007111	0.007111	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Pirellula"	"G"	25876	4	4	0.00316	0.00316	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Rhodopirellula"	"G"	25877	3	3	0.00237	0.00237	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"CPla-4 termite group"	"G"	25870	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Blastopirellula"	"G"	25868	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Termite planctomycete cluster"	"G"	25880	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Gemmatales"	"O"	25851	30	30	0.0237	0.0237	"Bacteria>Planctomycetes>Planctomycetacia"
"Gemmataceae"	"F"	25852	30	30	0.0237	0.0237	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales"
"uncultured"	"G"	25857	27	27	0.02133	0.02133	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Gemmata"	"G"	25854	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Fimbriiglobus"	"G"	25853	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Planctomycetales"	"O"	2349	4	4	0.00316	0.00316	"Bacteria>Planctomycetes>Planctomycetacia"
"Schlesneriaceae"	"F"	25894	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Planctopirus"	"G"	25895	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Schlesneriaceae"
"Rubinisphaeraceae"	"F"	25888	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Rubinisphaera"	"G"	25891	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Rubinisphaeraceae"
"uncultured"	"F"	25897	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Isosphaerales"	"O"	25858	4	4	0.00316	0.00316	"Bacteria>Planctomycetes>Planctomycetacia"
"Isosphaeraceae"	"F"	25859	4	4	0.00316	0.00316	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales"
"Aquisphaera"	"G"	25860	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"uncultured"	"G"	25865	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Phycisphaerae"	"C"	2300	57	57	0.04504	0.04504	"Bacteria>Planctomycetes"
"MSBL9"	"O"	2310	26	26	0.02054	0.02054	"Bacteria>Planctomycetes>Phycisphaerae"
"SG8-4"	"F"	25846	22	22	0.01738	0.01738	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"GWC2-45-44"	"F"	25843	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"KCLunmb-38-53"	"F"	25844	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"SM23-30"	"F"	25847	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"Phycisphaerales"	"O"	2312	22	22	0.01738	0.01738	"Bacteria>Planctomycetes>Phycisphaerae"
"Phycisphaeraceae"	"F"	2316	18	18	0.01422	0.01422	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales"
"SM1A02"	"G"	2323	12	12	0.009481	0.009481	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"uncultured"	"G"	11424	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"AKYG587"	"G"	2317	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"Urania-1B-19 marine sediment group"	"G"	2324	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"AKAU3564 sediment group"	"F"	2314	3	3	0.00237	0.00237	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales"
"Tepidisphaerales"	"O"	14496	3	3	0.00237	0.00237	"Bacteria>Planctomycetes>Phycisphaerae"
"WD2101 soil group"	"F"	25850	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Phycisphaerae>Tepidisphaerales"
"Tepidisphaeraceae"	"F"	14497	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>Tepidisphaerales"
"CCM11a"	"O"	2305	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Phycisphaerae"
"mle1-8"	"O"	2334	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Phycisphaerae"
"DG-20"	"O"	25841	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae"
"OM190"	"C"	2299	11	11	0.008691	0.008691	"Bacteria>Planctomycetes"
"vadinHA49"	"C"	2374	9	9	0.007111	0.007111	"Bacteria>Planctomycetes"
"Pla3 lineage"	"C"	2335	2	2	0.00158	0.00158	"Bacteria>Planctomycetes"
"Pla4 lineage"	"C"	2336	2	2	0.00158	0.00158	"Bacteria>Planctomycetes"
"028H05-P-BN-P5"	"C"	2294	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes"
"BD7-11"	"C"	2295	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes"
"Chloroflexi"	"P"	1385	158	158	0.1248	0.1248	"Bacteria"
"Anaerolineae"	"C"	1386	140	140	0.1106	0.1106	"Bacteria>Chloroflexi"
"SBR1031"	"O"	25142	111	111	0.0877	0.0877	"Bacteria>Chloroflexi>Anaerolineae"
"A4b"	"F"	25143	93	93	0.07348	0.07348	"Bacteria>Chloroflexi>Anaerolineae>SBR1031"
"OLB13"	"G"	25144	5	5	0.003951	0.003951	"Bacteria>Chloroflexi>Anaerolineae>SBR1031>A4b"
"OLB15"	"G"	25145	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>SBR1031>A4b"
"Anaerolineales"	"O"	1387	13	13	0.01027	0.01027	"Bacteria>Chloroflexi>Anaerolineae"
"Anaerolineaceae"	"F"	1388	13	13	0.01027	0.01027	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales"
"uncultured"	"G"	1395	10	10	0.007901	0.007901	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Anaerolinea"	"G"	1389	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Leptolinea"	"G"	1391	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Pelolinea"	"G"	11227	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Ardenticatenales"	"O"	25127	9	9	0.007111	0.007111	"Bacteria>Chloroflexi>Anaerolineae"
"uncultured"	"F"	25131	8	8	0.006321	0.006321	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"Ardenticatenaceae"	"F"	25128	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"uncultured"	"G"	25130	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales>Ardenticatenaceae"
"RBG-13-54-9"	"O"	25141	5	5	0.003951	0.003951	"Bacteria>Chloroflexi>Anaerolineae"
"Caldilineales"	"O"	25133	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae"
"Caldilineaceae"	"F"	25134	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales"
"uncultured"	"G"	25137	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales>Caldilineaceae"
"Chloroflexia"	"C"	1411	7	7	0.005531	0.005531	"Bacteria>Chloroflexi"
"Chloroflexales"	"O"	1413	4	4	0.00316	0.00316	"Bacteria>Chloroflexi>Chloroflexia"
"Roseiflexaceae"	"F"	1422	3	3	0.00237	0.00237	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"uncultured"	"G"	25158	3	3	0.00237	0.00237	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"Chloroflexaceae"	"F"	1414	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"FFCH7168"	"G"	25152	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Chloroflexaceae"
"Kallotenuales"	"O"	11231	2	2	0.00158	0.00158	"Bacteria>Chloroflexi>Chloroflexia"
"AKIW781"	"F"	11232	2	2	0.00158	0.00158	"Bacteria>Chloroflexi>Chloroflexia>Kallotenuales"
"Thermomicrobiales"	"O"	25163	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Chloroflexia"
"JG30-KF-CM45"	"F"	25165	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Chloroflexia>Thermomicrobiales"
"Ktedonobacteria"	"C"	1450	4	4	0.00316	0.00316	"Bacteria>Chloroflexi"
"Ktedonobacterales"	"O"	1456	3	3	0.00237	0.00237	"Bacteria>Chloroflexi>Ktedonobacteria"
"Ktedonobacteraceae"	"F"	1464	3	3	0.00237	0.00237	"Bacteria>Chloroflexi>Ktedonobacteria>Ktedonobacterales"
"Ktedonobacter"	"G"	1465	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Ktedonobacteria>Ktedonobacterales>Ktedonobacteraceae"
"uncultured"	"G"	1466	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Ktedonobacteria>Ktedonobacterales>Ktedonobacteraceae"
"FCPS473"	"G"	25195	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Ktedonobacteria>Ktedonobacterales>Ktedonobacteraceae"
"C0119"	"O"	1453	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Ktedonobacteria"
"Dehalococcoidia"	"C"	1428	3	3	0.00237	0.00237	"Bacteria>Chloroflexi"
"S085"	"O"	25184	2	2	0.00158	0.00158	"Bacteria>Chloroflexi>Dehalococcoidia"
"SAR202 clade"	"O"	25185	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Dehalococcoidia"
"JG30-KF-CM66"	"C"	1446	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi"
"TK10"	"C"	1481	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi"
"Acidobacteria"	"P"	321	58	58	0.04583	0.04583	"Bacteria"
"Subgroup 6"	"C"	14196	24	24	0.01896	0.01896	"Bacteria>Acidobacteria"
"Unknown Order"	"O"	14197	5	5	0.003951	0.003951	"Bacteria>Acidobacteria>Subgroup&nbsp;6"
"Unknown Family"	"F"	14198	5	5	0.003951	0.003951	"Bacteria>Acidobacteria>Subgroup&nbsp;6>Unknown&nbsp;Order"
"Vicinamibacter"	"G"	14199	4	4	0.00316	0.00316	"Bacteria>Acidobacteria>Subgroup&nbsp;6>Unknown&nbsp;Order>Unknown&nbsp;Family"
"Luteitalea"	"G"	24468	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Subgroup&nbsp;6>Unknown&nbsp;Order>Unknown&nbsp;Family"
"Acidobacteriia"	"C"	24413	11	11	0.008691	0.008691	"Bacteria>Acidobacteria"
"Solibacterales"	"O"	24430	7	7	0.005531	0.005531	"Bacteria>Acidobacteria>Acidobacteriia"
"Solibacteraceae (Subgroup 3)"	"F"	24431	7	7	0.005531	0.005531	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales"
"Bryobacter"	"G"	24434	5	5	0.003951	0.003951	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Candidatus Solibacter"	"G"	24435	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Paludibaculum"	"G"	24439	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Subgroup 2"	"O"	24443	2	2	0.00158	0.00158	"Bacteria>Acidobacteria>Acidobacteriia"
"Acidobacteriales"	"O"	24414	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Acidobacteriia"
"Acidobacteriaceae (Subgroup 1)"	"F"	24415	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales"
"Granulicella"	"G"	24421	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae&nbsp;(Subgroup&nbsp;1)"
"Blastocatellia (Subgroup 4)"	"C"	24446	6	6	0.004741	0.004741	"Bacteria>Acidobacteria"
"Pyrinomonadales"	"O"	24462	3	3	0.00237	0.00237	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Pyrinomonadaceae"	"F"	24463	3	3	0.00237	0.00237	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Pyrinomonadales"
"RB41"	"G"	24465	3	3	0.00237	0.00237	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Pyrinomonadales>Pyrinomonadaceae"
"Blastocatellales"	"O"	24448	2	2	0.00158	0.00158	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Blastocatellaceae"	"F"	24449	2	2	0.00158	0.00158	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales"
"Blastocatella"	"G"	24451	2	2	0.00158	0.00158	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"11-24"	"O"	24447	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Aminicenantia"	"C"	24444	5	5	0.003951	0.003951	"Bacteria>Acidobacteria"
"Aminicenantales"	"O"	24445	5	5	0.003951	0.003951	"Bacteria>Acidobacteria>Aminicenantia"
"Thermoanaerobaculia"	"C"	24469	4	4	0.00316	0.00316	"Bacteria>Acidobacteria"
"Thermoanaerobaculales"	"O"	24470	4	4	0.00316	0.00316	"Bacteria>Acidobacteria>Thermoanaerobaculia"
"Thermoanaerobaculaceae"	"F"	24471	4	4	0.00316	0.00316	"Bacteria>Acidobacteria>Thermoanaerobaculia>Thermoanaerobaculales"
"Subgroup 10"	"G"	24473	4	4	0.00316	0.00316	"Bacteria>Acidobacteria>Thermoanaerobaculia>Thermoanaerobaculales>Thermoanaerobaculaceae"
"Subgroup 22"	"C"	398	2	2	0.00158	0.00158	"Bacteria>Acidobacteria"
"Holophagae"	"C"	372	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria"
"Subgroup 7"	"O"	396	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Holophagae"
"ODP1230B23.02"	"C"	24467	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria"
"Subgroup 9"	"C"	14200	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria"
"Tenericutes"	"P"	3919	57	57	0.04504	0.04504	"Bacteria"
"Mollicutes"	"C"	3920	57	57	0.04504	0.04504	"Bacteria>Tenericutes"
"Mycoplasmatales"	"O"	3946	47	47	0.03713	0.03713	"Bacteria>Tenericutes>Mollicutes"
"Mycoplasmataceae"	"F"	3947	47	47	0.03713	0.03713	"Bacteria>Tenericutes>Mollicutes>Mycoplasmatales"
"Mycoplasma"	"G"	3950	47	47	0.03713	0.03713	"Bacteria>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae"
"Mollicutes RF39"	"O"	26946	7	7	0.005531	0.005531	"Bacteria>Tenericutes>Mollicutes"
"Mollicutes Incertae Sedis"	"O"	3943	3	3	0.00237	0.00237	"Bacteria>Tenericutes>Mollicutes"
"Unknown Family"	"F"	3944	3	3	0.00237	0.00237	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis"
"Candidatus Phytoplasma"	"G"	3945	3	3	0.00237	0.00237	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Spirochaetes"	"P"	26899	41	41	0.03239	0.03239	"Bacteria"
"Spirochaetia"	"C"	26917	41	41	0.03239	0.03239	"Bacteria>Spirochaetes"
"Spirochaetales"	"O"	26921	41	41	0.03239	0.03239	"Bacteria>Spirochaetes>Spirochaetia"
"Spirochaetaceae"	"F"	26922	41	41	0.03239	0.03239	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Spirochaeta 2"	"G"	26932	12	12	0.009481	0.009481	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Treponema 2"	"G"	26935	10	10	0.007901	0.007901	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Treponema"	"G"	26934	9	9	0.007111	0.007111	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"uncultured"	"G"	26936	6	6	0.004741	0.004741	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Sediminispirochaeta"	"G"	26930	2	2	0.00158	0.00158	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Sphaerochaeta"	"G"	26931	2	2	0.00158	0.00158	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Verrucomicrobia"	"P"	3982	18	18	0.01422	0.01422	"Bacteria"
"Verrucomicrobiae"	"C"	4029	18	18	0.01422	0.01422	"Bacteria>Verrucomicrobia"
"Pedosphaerales"	"O"	26992	11	11	0.008691	0.008691	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Pedosphaeraceae"	"F"	26993	11	11	0.008691	0.008691	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales"
"Chthoniobacterales"	"O"	26955	4	4	0.00316	0.00316	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Chthoniobacteraceae"	"F"	26957	3	3	0.00237	0.00237	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"Chthoniobacter"	"G"	26959	3	3	0.00237	0.00237	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"Terrimicrobiaceae"	"F"	26961	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"Terrimicrobium"	"G"	26963	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Terrimicrobiaceae"
"Verrucomicrobiales"	"O"	4030	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Akkermansiaceae"	"F"	27000	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Akkermansia"	"G"	27001	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae"
"Arctic97B-4 marine group"	"O"	26953	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutales"	"O"	26972	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Puniceicoccaceae"	"F"	26981	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Lentimonas"	"G"	26985	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Kiritimatiellaeota"	"P"	25707	17	17	0.01343	0.01343	"Bacteria"
"Kiritimatiellae"	"C"	25708	17	17	0.01343	0.01343	"Bacteria>Kiritimatiellaeota"
"WCHB1-41"	"O"	25715	16	16	0.01264	0.01264	"Bacteria>Kiritimatiellaeota>Kiritimatiellae"
"Kiritimatiellales"	"O"	25710	1	1	0.0007901	0.0007901	"Bacteria>Kiritimatiellaeota>Kiritimatiellae"
"Kiritimatiellaceae"	"F"	25711	1	1	0.0007901	0.0007901	"Bacteria>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales"
"R76-B128"	"G"	25714	1	1	0.0007901	0.0007901	"Bacteria>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales>Kiritimatiellaceae"
"Omnitrophicaeota"	"P"	25747	13	13	0.01027	0.01027	"Bacteria"
"Omnitrophia"	"C"	25748	5	5	0.003951	0.003951	"Bacteria>Omnitrophicaeota"
"Dependentiae"	"P"	25541	8	8	0.006321	0.006321	"Bacteria"
"Babeliae"	"C"	25542	8	8	0.006321	0.006321	"Bacteria>Dependentiae"
"Babeliales"	"O"	25543	8	8	0.006321	0.006321	"Bacteria>Dependentiae>Babeliae"
"Vermiphilaceae"	"F"	25548	5	5	0.003951	0.003951	"Bacteria>Dependentiae>Babeliae>Babeliales"
"UBA12409"	"F"	25546	1	1	0.0007901	0.0007901	"Bacteria>Dependentiae>Babeliae>Babeliales"
"Epsilonbacteraeota"	"P"	25565	5	5	0.003951	0.003951	"Bacteria"
"Campylobacteria"	"C"	25566	5	5	0.003951	0.003951	"Bacteria>Epsilonbacteraeota"
"Campylobacterales"	"O"	25567	5	5	0.003951	0.003951	"Bacteria>Epsilonbacteraeota>Campylobacteria"
"Thiovulaceae"	"F"	25590	2	2	0.00158	0.00158	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurimonas"	"G"	25592	2	2	0.00158	0.00158	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Thiovulaceae"
"Arcobacteraceae"	"F"	25568	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Arcobacter"	"G"	25569	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Arcobacteraceae"
"Helicobacteraceae"	"F"	25575	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Helicobacter"	"G"	25576	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Helicobacteraceae"
"Sulfurovaceae"	"F"	25587	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurovum"	"G"	25589	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Sulfurovaceae"
"Fusobacteria"	"P"	2203	5	5	0.003951	0.003951	"Bacteria"
"Fusobacteriia"	"C"	2204	5	5	0.003951	0.003951	"Bacteria>Fusobacteria"
"Fusobacteriales"	"O"	2205	5	5	0.003951	0.003951	"Bacteria>Fusobacteria>Fusobacteriia"
"Fusobacteriaceae"	"F"	2208	5	5	0.003951	0.003951	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Fusobacterium"	"G"	2210	5	5	0.003951	0.003951	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Deinococcus-Thermus"	"P"	1610	4	4	0.00316	0.00316	"Bacteria"
"Deinococci"	"C"	1611	4	4	0.00316	0.00316	"Bacteria>Deinococcus&#x2011;Thermus"
"Deinococcales"	"O"	1612	4	4	0.00316	0.00316	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Deinococcaceae"	"F"	1613	3	3	0.00237	0.00237	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Deinococcus"	"G"	1615	3	3	0.00237	0.00237	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"Trueperaceae"	"F"	1617	1	1	0.0007901	0.0007901	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Truepera"	"G"	1618	1	1	0.0007901	0.0007901	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Trueperaceae"
"Gemmatimonadetes"	"P"	2224	3	3	0.00237	0.00237	"Bacteria"
"Gemmatimonadetes"	"C"	2225	2	2	0.00158	0.00158	"Bacteria>Gemmatimonadetes"
"Gemmatimonadales"	"O"	2228	2	2	0.00158	0.00158	"Bacteria>Gemmatimonadetes>Gemmatimonadetes"
"Gemmatimonadaceae"	"F"	2229	2	2	0.00158	0.00158	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales"
"uncultured"	"G"	2231	2	2	0.00158	0.00158	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"BD2-11 terrestrial group"	"C"	14410	1	1	0.0007901	0.0007901	"Bacteria>Gemmatimonadetes"
"Latescibacteria"	"P"	11403	2	2	0.00158	0.00158	"Bacteria"
"Latescibacteria"	"C"	25716	1	1	0.0007901	0.0007901	"Bacteria>Latescibacteria"
"Latescibacterales"	"O"	25717	1	1	0.0007901	0.0007901	"Bacteria>Latescibacteria>Latescibacteria"
"Latescibacteraceae"	"F"	25718	1	1	0.0007901	0.0007901	"Bacteria>Latescibacteria>Latescibacteria>Latescibacterales"
"Elusimicrobia"	"P"	1632	2	2	0.00158	0.00158	"Bacteria"
"Endomicrobia"	"C"	25552	2	2	0.00158	0.00158	"Bacteria>Elusimicrobia"
"Endomicrobiales"	"O"	25553	2	2	0.00158	0.00158	"Bacteria>Elusimicrobia>Endomicrobia"
"Endomicrobiaceae"	"F"	25554	2	2	0.00158	0.00158	"Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales"
"Candidatus Endomicrobium"	"G"	25555	2	2	0.00158	0.00158	"Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales>Endomicrobiaceae"
"Deferribacteres"	"P"	1594	1	1	0.0007901	0.0007901	"Bacteria"
"Deferribacteres"	"C"	1595	1	1	0.0007901	0.0007901	"Bacteria>Deferribacteres"
"Deferribacterales"	"O"	1596	1	1	0.0007901	0.0007901	"Bacteria>Deferribacteres>Deferribacteres"
"Deferribacteraceae"	"F"	1597	1	1	0.0007901	0.0007901	"Bacteria>Deferribacteres>Deferribacteres>Deferribacterales"
