"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC07.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC07.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Vibrio sp. 6G1"	"S"	549558	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. S2675"	"S"	579730	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. S787"	"S"	579899	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. MY-2008-U62"	"S"	588842	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. PaH2.11b"	"S"	661896	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. Col 52"	"S"	723300	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio variabilis"	"S"	990271	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. 0208L1"	"S"	1009048	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. r15"	"S"	1126422	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. Ne7"	"S"	1162478	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. G22"	"S"	1293248	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. N6"	"S"	1329773	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. H-163"	"S"	1345898	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. VNB-16"	"S"	1640604	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio oreintalis group"	"S"	1891919	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sinaloensis"	"S"	379097	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;oreintalis&nbsp;group"
"Photobacterium sp. J43"	"S"	380043	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium sp. JCM 19050"	"S"	1460644	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"environmental samples"	"-"	173972	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium sp. enrichment culture clone DF86"	"S"	995004	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium>environmental&nbsp;samples"
"Photobacterium swingsii"	"S"	680026	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium sp. AB238d"	"S"	983820	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"unclassified Vibrionaceae"	"-"	37986	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"unclassified Vibrionaceae (miscellaneous)"	"-"	130818	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>unclassified&nbsp;Vibrionaceae"
"Vibrionaceae bacterium T16"	"S"	221816	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>unclassified&nbsp;Vibrionaceae>unclassified&nbsp;Vibrionaceae&nbsp;(miscellaneous)"
"Vibrionaceae bacterium O8"	"S"	490939	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>unclassified&nbsp;Vibrionaceae>unclassified&nbsp;Vibrionaceae&nbsp;(miscellaneous)"
"light emitting symbionts of fish"	"-"	32032	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>unclassified&nbsp;Vibrionaceae"
"Cryptosaras couesi symbiont"	"S"	704	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>unclassified&nbsp;Vibrionaceae>light&nbsp;emitting&nbsp;symbionts&nbsp;of&nbsp;fish"
"Salinivibrio"	"G"	51366	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Salinivibrio sharmensis"	"S"	390883	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Salinivibrio"
"Grimontia"	"G"	246861	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Grimontia hollisae"	"S"	673	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Grimontia"
"Candidatus Photodesmus"	"G"	1076727	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Candidatus Photodesmus katoptron"	"S"	28176	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Candidatus&nbsp;Photodesmus"
"Pseudomonas aeruginosa C1913C"	"-"	1441460	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;aeruginosa"
"Pseudomonas aeruginosa BL01"	"-"	1402542	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;aeruginosa"
"Pseudomonas resinovorans"	"S"	53412	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas mendocina"	"S"	300	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas citronellolis"	"S"	53408	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"uncultured bacterium SJA-67"	"S"	78954	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>environmental&nbsp;samples"
"Pseudomonas sp. enrichment culture clone 24(2012)"	"S"	1134759	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>environmental&nbsp;samples"
"Pseudomonas sp. enrichment culture clone 20(2012)"	"S"	1134757	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>environmental&nbsp;samples"
"Pseudomonas fluorescens"	"S"	294	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	3	NA	0.006495	NA	NA	NA	NA	NA	NA	NA	0.006495	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas fluorescens Q2-87"	"-"	1038922	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;fluorescens"
"Pseudomonas migulae"	"S"	78543	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas poae"	"S"	200451	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas oryzihabitans"	"S"	47885	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas monteilii"	"S"	76759	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas sp."	"S"	306	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	3	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas otitidis"	"S"	319939	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas stutzeri subgroup"	"S"	578833	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	2	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group"
"Pseudomonas stutzeri"	"S"	316	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	2	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group>Pseudomonas&nbsp;stutzeri&nbsp;subgroup"
"Pseudomonas sp. 4B"	"S"	528574	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. GM41"	"S"	659160	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. Antarctic IS10"	"S"	366565	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. G-R2A6"	"S"	443004	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. Lc31-6"	"S"	701360	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. P102(2011)"	"S"	1079830	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. P86(2011)"	"S"	1079846	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. R4-723"	"S"	1166260	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. ZS-1"	"S"	1300123	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. ALBL_150"	"S"	1811319	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. M1"	"S"	95619	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. AST1"	"S"	98826	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas reactans"	"S"	117680	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas chlororaphis group"	"S"	136842	4	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4	NA	0.004981	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas fragi"	"S"	296	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group"
"Pseudomonas pertucinogena group"	"S"	136844	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas pertucinogena"	"S"	86175	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;pertucinogena&nbsp;group"
"Pseudomonas indica"	"S"	137658	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. NZ104"	"S"	148763	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas graminis"	"S"	158627	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. 9-1"	"S"	208432	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. J11"	"S"	215521	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
