"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Arcticibacterium"	"G"	2173039	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Arcticibacterium luteifluviistationis"	"S"	1784714	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Arcticibacterium"
"Dyadobacter"	"G"	120831	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Dyadobacter fermentans"	"S"	94254	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter"
"Spirosoma"	"G"	107	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Spirosoma radiotolerans"	"S"	1379870	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Runella"	"G"	105	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Runella sp. SP2"	"S"	2268026	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Runella"
"Hymenobacteraceae"	"F"	1853232	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Hymenobacter"	"G"	89966	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Hymenobacter nivis"	"S"	1850093	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. DG25B"	"S"	1385664	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. APR13"	"S"	1356852	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Flammeovirgaceae"	"F"	200667	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Marivirga"	"G"	869806	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Marivirga tractuosa"	"S"	1006	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Marivirga"
"Cyclobacteriaceae"	"F"	563798	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Belliella"	"G"	232244	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Belliella baltica"	"S"	232259	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Belliella"
"Cyclobacterium"	"G"	68288	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium marinum"	"S"	104	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Cyclobacterium"
"Persicobacteraceae"	"F"	1853234	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Persicobacter"	"G"	59740	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Persicobacteraceae"
"Persicobacter sp. JZB09"	"S"	1085624	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Persicobacteraceae>Persicobacter"
"Chitinophagia"	"C"	1853228	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Chitinophagales"	"O"	1853229	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia"
"Chitinophagaceae"	"F"	563835	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales"
"Flavisolibacter"	"G"	398041	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae"
"Flavisolibacter tropicus"	"S"	1492898	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Flavisolibacter"
"Chitinophaga"	"G"	79328	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae"
"Chitinophaga pinensis"	"S"	79329	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Chitinophaga"
"Pseudoflavitalea"	"G"	1884792	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae"
"Pseudoflavitalea sp. 5GH32-13"	"S"	2315862	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Pseudoflavitalea"
"Filimonas"	"G"	649460	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae"
"Filimonas lacunae"	"S"	477680	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Filimonas"
"Niastella"	"G"	354354	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae"
"Niastella koreensis"	"S"	354356	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Niastella"
"Bacteroidetes Order II. Incertae sedis"	"O"	1100069	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Rhodothermaceae"	"F"	563843	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis"
"unclassified Rhodothermaceae"	"-"	1196022	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae"
"Rhodothermaceae bacterium RA"	"S"	1779382	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae>unclassified&nbsp;Rhodothermaceae"
"Salinibacter"	"G"	146918	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae"
"Salinibacter ruber"	"S"	146919	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae>Salinibacter"
"Rhodothermus"	"G"	29548	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae"
"Rhodothermus marinus"	"S"	29549	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae>Rhodothermus"
"Sphingobacteriia"	"C"	117747	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Sphingobacteriales"	"O"	200666	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia"
"Sphingobacteriaceae"	"F"	84566	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales"
"Pedobacter"	"G"	84567	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae"
"Pedobacter sp. PACM 27299"	"S"	1727164	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Pedobacter ginsengisoli"	"S"	363852	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Mucilaginibacter"	"G"	423349	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae"
"Mucilaginibacter sp. BJC16-A31"	"S"	1234841	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Mucilaginibacter"
"Saprospiria"	"C"	1937959	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Saprospirales"	"O"	1936988	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Saprospiria"
"Haliscomenobacteraceae"	"F"	1937961	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Saprospiria>Saprospirales"
"Haliscomenobacter"	"G"	2349	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Saprospiria>Saprospirales>Haliscomenobacteraceae"
"Haliscomenobacter hydrossis"	"S"	2350	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Saprospiria>Saprospirales>Haliscomenobacteraceae>Haliscomenobacter"
"Chlorobi"	"P"	1090	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"Chlorobia"	"C"	191410	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi"
"Chlorobiales"	"O"	191411	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia"
"Chlorobiaceae"	"F"	191412	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales"
"Chlorobaculum"	"G"	256319	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae"
"Chlorobaculum limnaeum"	"S"	274537	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobaculum"
"Chloroherpeton"	"G"	100715	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae"
"Chloroherpeton thalassium"	"S"	100716	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chloroherpeton"
"Balneolaeota"	"P"	1936987	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"unclassified Balneolaeota"	"-"	2489366	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Balneolaeota"
"Candidatus Cyclonatronum"	"G"	2489367	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Balneolaeota>unclassified&nbsp;Balneolaeota"
"Candidatus Cyclonatronum proteinivorum"	"S"	1457365	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Balneolaeota>unclassified&nbsp;Balneolaeota>Candidatus&nbsp;Cyclonatronum"
"Ignavibacteriae"	"P"	1134404	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"Ignavibacteria"	"C"	795747	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae"
"Ignavibacteriales"	"O"	795748	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria"
"Ignavibacteriaceae"	"F"	795749	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales"
"Ignavibacterium"	"G"	795750	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae"
"Ignavibacterium album"	"S"	591197	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae>Ignavibacterium"
"Gemmatimonadetes"	"P"	142182	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Gemmatimonadetes"	"C"	219685	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes"
"Gemmatimonadales"	"O"	219686	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes"
"Gemmatimonadaceae"	"F"	219687	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales"
"Gemmatimonas"	"G"	173479	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"Gemmatimonas phototrophica"	"S"	1379270	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae>Gemmatimonas"
"Spirochaetes"	"P"	203691	20	20	0.01581	0.01581	"cellular&nbsp;organisms>Bacteria"
"Spirochaetia"	"C"	203692	20	20	0.01581	0.01581	"cellular&nbsp;organisms>Bacteria>Spirochaetes"
"Spirochaetales"	"O"	136	11	11	0.008697	0.008697	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia"
"Borreliaceae"	"F"	1643685	9	9	0.007116	0.007116	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Borreliella"	"G"	64895	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae"
"Candidatus Borrelia tachyglossi"	"S"	1964448	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borrelia mayonii"	"S"	1674146	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borreliella valaisiana"	"S"	62088	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Borrelia"	"G"	138	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae"
"Borrelia crocidurae"	"S"	29520	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia turicatae"	"S"	142	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Spirochaetaceae"	"F"	137	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Treponema"	"G"	157	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Treponema primitia"	"S"	88058	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema denticola"	"S"	158	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Brachyspirales"	"O"	1643686	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia"
"Brachyspiraceae"	"F"	143786	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales"
"Brachyspira"	"G"	29521	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae"
"Brachyspira hampsonii"	"S"	1287055	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira pilosicoli"	"S"	52584	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira murdochii"	"S"	84378	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Leptospirales"	"-"	1643688	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia"
"Leptospiraceae"	"F"	170	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales"
"Leptospira"	"G"	171	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae"
"Leptospira santarosai"	"S"	28183	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira borgpetersenii"	"S"	174	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira interrogans"	"S"	173	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira biflexa"	"S"	172	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Fusobacteria"	"P"	32066	10	10	0.007907	0.007907	"cellular&nbsp;organisms>Bacteria"
"Fusobacteriia"	"C"	203490	10	10	0.007907	0.007907	"cellular&nbsp;organisms>Bacteria>Fusobacteria"
"Fusobacteriales"	"O"	203491	10	10	0.007907	0.007907	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia"
"Fusobacteriaceae"	"F"	203492	7	7	0.005535	0.005535	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Fusobacterium"	"G"	848	7	7	0.005535	0.005535	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Fusobacterium periodonticum"	"S"	860	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium varium"	"S"	856	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium nucleatum"	"S"	851	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Leptotrichiaceae"	"F"	1129771	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Sebaldella"	"G"	32068	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Sebaldella termitidis"	"S"	826	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Sebaldella"
"PVC group"	"-"	1783257	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria"
"Chlamydiae"	"P"	204428	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group"
"Chlamydiia"	"C"	204429	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae"
"Chlamydiales"	"O"	51291	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia"
"Chlamydiaceae"	"F"	809	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales"
"Chlamydia/Chlamydophila group"	"-"	1113537	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales>Chlamydiaceae"
"Chlamydia"	"G"	810	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group"
