"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Pantoea rwandensis"	"S"	1076550	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea sp. PSNIH2"	"S"	1484157	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Erwinia billingiae"	"S"	182337	24	NA	NA	NA	NA	NA	NA	NA	17	1	NA	24	NA	5	NA	NA	NA	NA	NA	NA	NA	0.01004	5	NA	0.02989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia billingiae Eb661"	"-"	634500	24	NA	NA	NA	NA	NA	NA	NA	17	1	NA	24	NA	5	NA	NA	NA	NA	NA	NA	NA	0.01004	5	NA	0.02989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia>Erwinia&nbsp;billingiae"
"Erwinia amylovora"	"S"	552	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia gerundensis"	"S"	1619313	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Buchnera aphidicola (Acyrthosiphon kondoi)"	"-"	668607	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)"	"-"	1005090	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola>Buchnera&nbsp;aphidicola&nbsp;(Acyrthosiphon&nbsp;kondoi)"
"Buchnera aphidicola (Schlechtendalia chinensis)"	"-"	118110	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola (Tuberolachnus salignus)"	"-"	98804	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola (Baizongia pistaciae)"	"-"	135842	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola str. Bp (Baizongia pistaciae)"	"-"	224915	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola>Buchnera&nbsp;aphidicola&nbsp;(Baizongia&nbsp;pistaciae)"
"Buchnera aphidicola (Cinara tujafilina)"	"-"	261317	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Mixta"	"G"	2100764	15	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0.008857	NA	NA	NA	NA	NA	NA	NA	0.008857	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Mixta calida"	"S"	665913	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Mixta"
"Mixta gaviniae"	"S"	665914	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Mixta"
"Sodalis endosymbiont of Henestaris halophilus"	"S"	1929246	31	NA	NA	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	0.0183	NA	NA	NA	NA	NA	NA	NA	0.0183	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Pectobacterium carotovorum subsp. brasiliense"	"-"	180957	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	1	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum"
"Pectobacterium parmentieri"	"S"	1905730	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	2	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium parmentieri WPP163"	"-"	561231	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	1	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;parmentieri"
"Pectobacterium atrosepticum"	"S"	29471	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Dickeya"	"G"	204037	36	NA	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	0.02126	NA	NA	NA	NA	NA	NA	NA	0.02126	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Dickeya dadantii"	"S"	204038	32	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	0.0189	NA	NA	NA	NA	NA	NA	NA	0.0189	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya dadantii 3937"	"-"	198628	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;dadantii"
"Dickeya dianthicola"	"S"	204039	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya zeae"	"S"	204042	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya zeae Ech586"	"-"	590409	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;zeae"
"Lonsdalea"	"G"	1082702	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Lonsdalea britannica"	"S"	1082704	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Lonsdalea"
"Providencia heimbachae"	"S"	333962	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Xenorhabdus"	"G"	626	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	2	NA	0.008267	NA	NA	NA	NA	NA	NA	NA	0.008267	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Xenorhabdus bovienii"	"S"	40576	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus nematophila"	"S"	628	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus poinarii"	"S"	40577	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus poinarii G6"	"-"	1354304	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus>Xenorhabdus&nbsp;poinarii"
"Xenorhabdus doucetiae"	"S"	351671	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus hominickii"	"S"	351679	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Photorhabdus"	"G"	29487	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0.008267	NA	NA	NA	NA	NA	NA	NA	0.008267	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Photorhabdus thracensis"	"S"	230089	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Photorhabdus asymbiotica"	"S"	291112	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Photorhabdus laumondii"	"S"	2218628	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Photorhabdus laumondii subsp. laumondii"	"-"	141679	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus>Photorhabdus&nbsp;laumondii"
"Morganella"	"G"	581	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006495	NA	NA	NA	NA	NA	NA	NA	0.006495	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Morganella morganii"	"S"	582	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006495	NA	NA	NA	NA	NA	NA	NA	0.006495	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Candidatus Arsenophonus lipoptenae"	"S"	634113	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Leminorella"	"G"	82980	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae"
"Leminorella richardii"	"S"	158841	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae>Leminorella"
"Vibrio diabolicus subgroup"	"S"	2315253	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio diabolicus"	"S"	50719	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group>Vibrio&nbsp;diabolicus&nbsp;subgroup"
"Vibrio alginolyticus"	"S"	663	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio cholerae O395"	"-"	345073	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;cholerae"
"Vibrio sp. HBUAS61001"	"S"	2479546	41	NA	NA	NA	NA	NA	NA	NA	41	NA	NA	NA	NA	0.02421	NA	NA	NA	NA	NA	NA	NA	0.02421	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio vulnificus YJ016"	"-"	196600	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;vulnificus"
"Vibrio vulnificus MO6-24/O"	"-"	914127	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;vulnificus"
"Vibrio sp. dhg"	"S"	2163016	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Aliivibrio salmonicida LFI1238"	"-"	316275	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio>Aliivibrio&nbsp;salmonicida"
"Aliivibrio wodanis"	"S"	80852	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
"Grimontia"	"G"	246861	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Grimontia hollisae"	"S"	673	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Grimontia"
"Pseudomonas aeruginosa RP73"	"-"	1340851	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;aeruginosa"
"Pseudomonas aeruginosa PA1R"	"-"	1279008	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;aeruginosa"
"Pseudomonas aeruginosa PA7"	"-"	381754	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;aeruginosa"
"Pseudomonas aeruginosa B136-33"	"-"	1280938	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;aeruginosa"
"Pseudomonas mendocina"	"S"	300	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas orientalis"	"S"	76758	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas stutzeri subgroup"	"S"	578833	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	7	NA	0.01535	NA	NA	NA	NA	NA	NA	NA	0.01535	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group"
"Pseudomonas stutzeri"	"S"	316	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	7	NA	0.01535	NA	NA	NA	NA	NA	NA	NA	0.01535	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group>Pseudomonas&nbsp;stutzeri&nbsp;subgroup"
"Pseudomonas stutzeri DSM 10701"	"-"	1123519	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group>Pseudomonas&nbsp;stutzeri&nbsp;subgroup>Pseudomonas&nbsp;stutzeri"
"Pseudomonas stutzeri RCH2"	"-"	644801	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group>Pseudomonas&nbsp;stutzeri&nbsp;subgroup>Pseudomonas&nbsp;stutzeri"
"Pseudomonas fragi"	"S"	296	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group"
"Pseudomonas sp. AK6U"	"S"	1978467	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. LTJR-52"	"S"	2479392	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	1	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas syringae group pathovars incertae sedis"	"-"	264449	3	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	3	NA	0.003736	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae"
