"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Phaeobacter gallaeciensis"	"S"	60890	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Stappia"	"G"	152161	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Stappia sp. ES.058"	"S"	1881061	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Stappia"
"Leisingera"	"G"	191028	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Leisingera methylohalidivorans"	"S"	133924	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Leisingera"
"Marinovum"	"G"	367771	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinovum algicola"	"S"	42444	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Marinovum"
"Yoonia"	"G"	2211641	4	NA	NA	1	NA	4	NA	NA	NA	NA	1	NA	0.002217	NA	NA	0.0006754	NA	0.002217	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Yoonia vestfoldensis"	"S"	245188	4	NA	NA	1	NA	4	NA	NA	NA	NA	1	NA	0.002217	NA	NA	0.0006754	NA	0.002217	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Yoonia"
"Maricaulis"	"G"	74317	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0.6024	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Maricaulis maris"	"S"	74318	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0.6024	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Maricaulis"
"Sphingobium baderi"	"S"	1332080	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Novosphingobium sp. PP1Y"	"S"	702113	255	NA	NA	1	NA	255	NA	NA	NA	NA	155	NA	0.1854	NA	NA	0.0006754	NA	0.1413	NA	NA	NA	NA	0.1854	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Porphyrobacter sp. LM 6"	"S"	1896196	11	NA	NA	1	NA	11	NA	NA	NA	NA	11	NA	0.01316	NA	NA	0.0006754	NA	0.006096	NA	NA	NA	NA	0.01316	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Porphyrobacter"
"Candidatus Liberibacter africanus"	"S"	34020	1	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Liberibacter"
"Neorhizobium galegae"	"S"	399	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Neorhizobium"
"Sinorhizobium fredii group"	"-"	663276	3	NA	NA	1	NA	1	NA	NA	NA	NA	3	NA	0.003589	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium fredii"	"S"	380	3	NA	NA	1	NA	1	NA	NA	NA	NA	3	NA	0.003589	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group"
"Sinorhizobium meliloti"	"S"	382	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Bosea sp. RAC05"	"S"	1842539	6	NA	NA	1	NA	1	NA	NA	NA	NA	6	NA	0.007178	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Oligotropha"	"G"	40136	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001351	NA	NA	0.001351	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Oligotropha carboxidovorans"	"S"	40137	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001351	NA	NA	0.001351	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Oligotropha"
"Nitrobacter hamburgensis"	"S"	912	2	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Nitrobacter"
"Mesorhizobium opportunistum"	"S"	593909	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Nitratireductor basaltis"	"S"	472175	3	NA	NA	1	NA	3	NA	NA	NA	NA	3	NA	0.003589	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Brucella suis"	"S"	29461	2	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.001351	NA	NA	0.001351	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Ochrobactrum"	"G"	528	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Starkeya"	"G"	152053	4	NA	NA	1	NA	1	NA	1	NA	NA	4	NA	0.004786	NA	NA	0.0006754	NA	0.0005542	NA	0.0005503	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya novella"	"S"	921	4	NA	NA	1	NA	1	NA	1	NA	NA	4	NA	0.004786	NA	NA	0.0006754	NA	0.0005542	NA	0.0005503	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya"
"Cohaesibacter"	"G"	655352	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae"
"Cohaesibacter sp. ES.047"	"S"	1798205	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae>Cohaesibacter"
"Acidiphilium multivorum"	"S"	62140	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acidiphilium"
"Komagataeibacter xylinus"	"S"	28448	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Komagataeibacter"
"Acetobacter subgen. Acetobacter"	"-"	151157	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Acetobacter aceti"	"S"	435	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter>Acetobacter&nbsp;subgen.&nbsp;Acetobacter"
"Indioceanicola"	"G"	2478349	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Indioceanicola profundi"	"S"	2220096	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Indioceanicola"
"Thalassospira xiamenensis"	"S"	220697	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Thalassospira"
"Phenylobacterium sp. HYN0004"	"S"	2201350	3	NA	NA	3	NA	2	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.002026	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Phenylobacterium"
"Rickettsia sibirica subgroup"	"-"	266068	4	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	0.002701	NA	NA	0.002701	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia sibirica"	"S"	35793	4	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	0.002701	NA	NA	0.002701	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group>Rickettsia&nbsp;sibirica&nbsp;subgroup"
"Rickettsia raoultii"	"S"	369822	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Wolbachia endosymbiont of Drosophila simulans"	"S"	77038	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"unclassified Rickettsiales"	"-"	210592	4	NA	NA	3	NA	4	NA	NA	NA	NA	1	1	0.6024	NA	NA	0.002026	NA	0.002217	NA	NA	NA	NA	0.001196	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"unclassified Rickettsiales (miscellaneous)"	"-"	1699067	4	NA	NA	3	NA	4	NA	NA	NA	NA	1	1	0.6024	NA	NA	0.002026	NA	0.002217	NA	NA	NA	NA	0.001196	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>unclassified&nbsp;Rickettsiales"
"Rickettsiales bacterium Ac37b"	"S"	1528098	4	NA	NA	3	NA	4	NA	NA	NA	NA	1	1	0.6024	NA	NA	0.002026	NA	0.002217	NA	NA	NA	NA	0.001196	0.6024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>unclassified&nbsp;Rickettsiales>unclassified&nbsp;Rickettsiales&nbsp;(miscellaneous)"
"Candidatus Fokinia"	"G"	1802983	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Candidatus&nbsp;Midichloriaceae"
"Candidatus Fokinia solitaria"	"S"	1802984	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Candidatus&nbsp;Midichloriaceae>Candidatus&nbsp;Fokinia"
"Holosporaceae"	"F"	44746	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"unclassified Holosporaceae"	"-"	204454	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Holosporaceae"
"endosymbiont of Acanthamoeba sp. UWC8"	"S"	86106	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Holosporaceae>unclassified&nbsp;Holosporaceae"
"Arcobacter skirrowii"	"S"	28200	3	NA	NA	3	NA	1	NA	NA	NA	NA	1	NA	0.002026	NA	NA	0.002026	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter mytili"	"S"	603050	2	NA	NA	2	NA	2	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.001351	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Sulfurospirillum halorespirans"	"S"	194424	23	NA	NA	8	NA	NA	NA	NA	NA	NA	23	NA	0.02752	NA	NA	0.005403	NA	NA	NA	NA	NA	NA	0.02752	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Sulfurospirillum multivorans"	"S"	66821	22	NA	NA	1	NA	1	NA	3	NA	NA	22	NA	0.02632	NA	NA	0.0006754	NA	0.0005542	NA	0.001651	NA	NA	0.02632	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Campylobacter curvus"	"S"	200	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Sulfurimonas autotrophica"	"S"	202747	10	NA	NA	1	NA	2	NA	NA	NA	NA	10	NA	0.01196	NA	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.01196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Chondromyces"	"G"	50	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Chondromyces crocatus"	"S"	52	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Chondromyces"
"Vulgatibacteraceae"	"F"	1524213	3	NA	NA	1	NA	3	NA	NA	NA	NA	1	NA	0.001663	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Vulgatibacter"	"G"	1524214	3	NA	NA	1	NA	3	NA	NA	NA	NA	1	NA	0.001663	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Vulgatibacteraceae"
"Vulgatibacter incomptus"	"S"	1391653	3	NA	NA	1	NA	3	NA	NA	NA	NA	1	NA	0.001663	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Vulgatibacteraceae>Vulgatibacter"
"Desulfovibrio magneticus"	"S"	184917	2	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001108	NA	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio fairfieldensis"	"S"	44742	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Pelobacter acetylenicus"	"S"	29542	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Geobacteraceae"	"F"	213422	23	NA	NA	1	NA	23	NA	2	NA	NA	13	NA	0.01555	NA	NA	0.0006754	NA	0.01275	NA	0.001101	NA	NA	0.01555	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	28231	10	NA	NA	1	NA	10	NA	2	NA	NA	2	NA	0.005542	NA	NA	0.0006754	NA	0.005542	NA	0.001101	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geobacter lovleyi"	"S"	313985	2	NA	NA	1	NA	1	NA	2	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.0005542	NA	0.001101	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Desulfobacter"	"G"	2289	3	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	0.002026	NA	NA	0.002026	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacter postgatei"	"S"	2293	3	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	0.002026	NA	NA	0.002026	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacter"
"Desulfobacula"	"G"	28222	2	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacula toluolica"	"S"	28223	2	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacula"
"Halobacteriovorax sp. BALOs_7"	"S"	2109558	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae>Halobacteriovorax"
"Acidithiobacillia"	"C"	1807140	3	NA	NA	3	NA	1	NA	1	NA	NA	1	NA	0.002026	NA	NA	0.002026	NA	0.0005542	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Acidithiobacillales"	"O"	225057	3	NA	NA	3	NA	1	NA	1	NA	NA	1	NA	0.002026	NA	NA	0.002026	NA	0.0005542	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia"
"Acidithiobacillaceae"	"F"	225058	3	NA	NA	3	NA	1	NA	1	NA	NA	1	NA	0.002026	NA	NA	0.002026	NA	0.0005542	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales"
"Acidithiobacillus"	"G"	119977	3	NA	NA	3	NA	1	NA	1	NA	NA	1	NA	0.002026	NA	NA	0.002026	NA	0.0005542	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae"
"Acidithiobacillus ferrivorans"	"S"	160808	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae>Acidithiobacillus"
