"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Syndiniales Group I"	"F"	9379	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Protalveolata>Syndiniales"
"Polycystinea"	"C"	9591	1	NA	NA	NA	1	NA	NA	NA	1	NA	1	1	NA	0.0004167	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	0.0002847	0.0004167	NA	"Eukaryota>SAR>Rhizaria>Retaria"
"Spumellaria"	"O"	9609	1	NA	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	0.0002847	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	0.0002847	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria>Polycystinea"
"Phorticium"	"G"	28824	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria>Polycystinea>Spumellaria"
"Malpighiales"	"O"	5034	3	NA	NA	NA	3	NA	1	2	2	2	3	3	NA	0.00125	NA	NA	NA	0.0007993	NA	0.0004183	0.0007454	0.0005124	0.0007734	0.0008542	0.00125	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta"
"Hevea"	"G"	5145	3	NA	NA	NA	3	NA	1	2	2	2	3	3	NA	0.00125	NA	NA	NA	0.0007993	NA	0.0004183	0.0007454	0.0005124	0.0007734	0.0008542	0.00125	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta>Malpighiales"
"Discosea"	"P"	4064	2	NA	NA	NA	2	NA	NA	NA	2	NA	NA	1	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	0.0005124	NA	NA	0.0004167	NA	"Eukaryota>Amoebozoa"
"Longamoebia"	"C"	4078	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	NA	0.0004167	NA	"Eukaryota>Amoebozoa>Discosea"
"Centramoebida"	"O"	4079	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	NA	0.0004167	NA	"Eukaryota>Amoebozoa>Discosea>Longamoebia"
"Acanthamoeba"	"G"	4081	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	NA	0.0004167	NA	"Eukaryota>Amoebozoa>Discosea>Longamoebia>Centramoebida"
"Candidatus Profftella"	"G"	26375	1	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	0.04227	NA	NA	NA	NA	0.04227	0.0004183	0.0003727	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pusillimonas"	"G"	26441	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"EC94"	"F"	26494	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Cronobacter"	"G"	3499	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"KCM-B-112"	"G"	26301	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidithiobacillales>Acidithiobacillaceae"
"Psychromonadaceae"	"F"	3397	17	NA	NA	NA	NA	NA	1	NA	17	NA	NA	2	NA	0.004356	NA	NA	NA	NA	NA	0.0004183	NA	0.004356	NA	NA	0.0008334	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Motilimonas"	"G"	26318	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae"
"Succinatimonas"	"G"	3329	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Succinivibrionaceae UCG-002"	"G"	11501	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Porticoccus"	"G"	11540	2	NA	NA	NA	NA	NA	2	NA	1	NA	1	NA	NA	0.0008367	NA	NA	NA	NA	NA	0.0008367	NA	0.0002562	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
"Microbulbiferaceae"	"F"	11536	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Microbulbifer"	"G"	11537	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae"
"Amphritea"	"G"	26769	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"Alkanibacter"	"G"	26816	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	0.0003727	NA	NA	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Solimonadaceae"
"Thioglobaceae"	"F"	26844	2	NA	NA	NA	NA	NA	2	NA	1	1	NA	NA	NA	0.0008367	NA	NA	NA	NA	NA	0.0008367	NA	0.0002562	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales"
"SUP05 cluster"	"G"	26850	2	NA	NA	NA	NA	NA	2	NA	1	1	NA	NA	NA	0.0008367	NA	NA	NA	NA	NA	0.0008367	NA	0.0002562	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales>Thioglobaceae"
"SZB30"	"O"	3727	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Francisellales"	"O"	26653	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Francisellaceae"	"F"	26654	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Francisellales"
"Francisella"	"G"	26657	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Francisellales>Francisellaceae"
"Thiovirga"	"G"	26673	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Halothiobacillales>Halothiobacillaceae"
"OM182 clade"	"O"	26750	24	NA	NA	NA	NA	NA	1	NA	24	NA	NA	NA	NA	0.006149	NA	NA	NA	NA	NA	0.0004183	NA	0.006149	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"WD260"	"O"	26863	4	NA	NA	NA	NA	NA	1	2	NA	4	4	1	NA	0.001547	NA	NA	NA	NA	NA	0.0004183	0.0007454	NA	0.001547	0.001139	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Candidatus Hodgkinia"	"G"	26098	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Falsochrobactrum"	"G"	26106	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Alsobacter"	"G"	11437	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Ruegeria"	"G"	2645	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Midichloriaceae"	"F"	26213	2	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	0.0007454	NA	NA	NA	NA	NA	0.0004183	0.0007454	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"MD3-55"	"G"	26222	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	0.0003727	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Glycocaulis"	"G"	2396	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Holospora"	"G"	25991	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Holosporaceae"
"Halobacteriovorax"	"G"	11474	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Desulfatirhabdium"	"G"	3118	4	NA	NA	NA	NA	NA	1	2	NA	1	4	NA	NA	0.001139	NA	NA	NA	NA	NA	0.0004183	0.0007454	NA	0.0003867	0.001139	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"uncultured"	"G"	3175	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Terrimicrobium"	"G"	26963	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Terrimicrobiaceae"
"uncultured"	"G"	26990	4	NA	NA	NA	NA	NA	2	NA	NA	NA	4	1	NA	0.001139	NA	NA	NA	NA	NA	0.0008367	NA	NA	NA	0.001139	0.0004167	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Candidatus Methylacidiphilum"	"G"	26970	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Methylacidiphilales>Methylacidiphilaceae"
"Anaerocella"	"G"	14281	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Prevotellaceae UCG-001"	"G"	11186	2	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	0.0007734	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0007734	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Dysgonomonas"	"G"	24605	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Salinivirgaceae"	"F"	24654	2	NA	NA	NA	NA	NA	1	2	NA	1	NA	1	NA	0.0007454	NA	NA	NA	NA	NA	0.0004183	0.0007454	NA	0.0003867	NA	0.0004167	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"uncultured"	"G"	24656	2	NA	NA	NA	NA	NA	1	2	NA	1	NA	1	NA	0.0007454	NA	NA	NA	NA	NA	0.0004183	0.0007454	NA	0.0003867	NA	0.0004167	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Salinivirgaceae"
"p-251-o5"	"F"	24663	2	NA	NA	NA	NA	NA	1	2	NA	NA	1	1	NA	0.0007454	NA	NA	NA	NA	NA	0.0004183	0.0007454	NA	NA	0.0002847	0.0004167	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Olivibacter"	"G"	25025	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	0.0003727	NA	NA	NA	0.0004167	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Parapedobacter"	"G"	25026	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Marivirga"	"G"	24747	2	NA	NA	NA	NA	NA	1	1	NA	NA	NA	2	NA	0.0008334	NA	NA	NA	NA	NA	0.0004183	0.0003727	NA	NA	NA	0.0008334	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Lacihabitans"	"G"	24804	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.0008367	NA	NA	NA	NA	NA	0.0008367	NA	NA	NA	NA	0.0004167	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Spirosoma"	"G"	24813	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Candidatus Uzinura"	"G"	24824	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0008367	NA	NA	NA	NA	NA	0.0008367	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"uncultured"	"G"	24825	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0008367	NA	NA	NA	NA	NA	0.0008367	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"NS10 marine group"	"G"	24837	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Terrimonas"	"G"	24696	2	NA	NA	NA	NA	NA	1	1	NA	NA	NA	2	NA	0.0008334	NA	NA	NA	NA	NA	0.0004183	0.0003727	NA	NA	NA	0.0008334	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Melioribacteraceae"	"F"	25055	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales"
"Melioribacter"	"G"	25057	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales>Melioribacteraceae"
"Hydrogenoanaerobacterium"	"G"	2060	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Peptoniphilus"	"G"	1946	2	NA	NA	NA	NA	NA	1	2	1	NA	1	1	NA	0.0007454	NA	NA	NA	NA	NA	0.0004183	0.0007454	0.0002562	NA	0.0002847	0.0004167	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Peptostreptococcus"	"G"	2045	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Pelotomaculum"	"G"	2036	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Salirhabdus"	"G"	1716	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	0.0003727	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Turicibacter"	"G"	2162	3	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	NA	0.0008542	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0008542	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"[Clostridium] innocuum group"	"G"	14397	2	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	NA	0.0004183	NA	0.0005124	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Selenomonas 4"	"G"	11397	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	0.0003727	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Cyanobiaceae"	"F"	25511	16	NA	NA	NA	NA	NA	3	7	16	3	1	1	NA	0.0041	NA	NA	NA	NA	NA	0.001255	0.002609	0.0041	0.00116	0.0002847	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Prochlorococcus MIT9313"	"G"	25513	2	NA	NA	NA	NA	NA	2	1	2	1	NA	1	NA	0.0008367	NA	NA	NA	NA	NA	0.0008367	0.0003727	0.0005124	0.0003867	NA	0.0004167	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Synechococcus CC9902"	"G"	25514	4	NA	NA	NA	NA	NA	1	4	NA	1	NA	NA	NA	0.001491	NA	NA	NA	NA	NA	0.0004183	0.001491	NA	0.0003867	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Nodosilinea PCC-7104"	"G"	25490	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales>Nodosilineaceae"
"Leifsonia"	"G"	609	1	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	0.0002847	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Paeniglutamicibacter"	"G"	14219	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	0.0003727	NA	0.0003867	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"uncultured"	"G"	713	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Olsenella"	"G"	24538	1	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	0.0002562	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Euzebya"	"G"	833	2	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	0.0007454	NA	NA	NA	NA	NA	0.0004183	0.0007454	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Nitriliruptoria>Euzebyales>Euzebyaceae"
"p-1088-a5 gut group"	"G"	25883	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	NA	0.0004167	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Candidatus Liptonbacteria"	"O"	25799	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Levilinea"	"G"	1392	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"ER-E4-17"	"O"	25176	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	0.0004167	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"AKYG1722"	"F"	25164	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Thermomicrobiales"
"KD4-96"	"C"	1448	2	NA	NA	NA	NA	NA	2	1	NA	NA	2	NA	NA	0.0008367	NA	NA	NA	NA	NA	0.0008367	0.0003727	NA	NA	0.0005695	NA	NA	"Bacteria>Chloroflexi"
"Stenotrophobacter"	"G"	24454	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"TPD-58"	"G"	24475	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Acidobacteria>Thermoanaerobaculia>Thermoanaerobaculales>Thermoanaerobaculaceae"
"Brachyspirales Incertae Sedis"	"F"	26904	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Brachyspirae>Brachyspirales"
"Exilispira"	"G"	26905	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Brachyspirae>Brachyspirales>Brachyspirales&nbsp;Incertae&nbsp;Sedis"
"Leptospirillum"	"G"	2284	3	NA	NA	NA	NA	NA	3	1	1	2	1	1	NA	0.001255	NA	NA	NA	NA	NA	0.001255	0.0003727	0.0002562	0.0007734	0.0002847	0.0004167	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
