"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Pseudarcicella"	"G"	1664383	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004396	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Pseudarcicella hirudinis"	"S"	1079859	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004396	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Pseudarcicella"
"Ohtaekwangia"	"G"	1210119	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"environmental samples"	"-"	1210120	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Ohtaekwangia"
"uncultured Ohtaekwangia sp."	"S"	1210121	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Ohtaekwangia>environmental&nbsp;samples"
"Spirosoma"	"G"	107	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Spirosoma jeollabukense"	"S"	1987378	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Larkinella"	"G"	332157	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Larkinella arboricola"	"S"	643671	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Larkinella"
"Rhodonellum"	"G"	336827	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Ekhidna"	"G"	447678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Ekhidna sp. JLT2002"	"S"	1046111	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Ekhidna"
"Marinoscillum"	"G"	643701	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Marinoscillum furvescens"	"S"	1026	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Marinoscillum"
"Siphonobacter"	"G"	700450	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Siphonobacter sp. BAB-5404"	"S"	1864824	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Siphonobacter"
"Algoriphagus marincola"	"S"	264027	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.005494	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Algoriphagus marincola HL-49"	"-"	1305737	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus>Algoriphagus&nbsp;marincola"
"Algoriphagus antarcticus"	"S"	238540	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Cyclobacterium"	"G"	68288	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium sp. 'BSB S2 03'"	"S"	236254	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Cyclobacterium"
"Cyclobacterium lianum"	"S"	388280	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Cyclobacterium"
"Cyclobacterium sp. 20054"	"S"	1089541	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Cyclobacterium"
"Belliella"	"G"	232244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Belliella pelovolcani"	"S"	529505	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Belliella"
"Mongoliitalea"	"G"	1511649	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Mongoliitalea lutea"	"S"	849756	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Mongoliitalea"
"environmental samples"	"-"	170015	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"uncultured Hymenobacter sp."	"S"	170016	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter>environmental&nbsp;samples"
"Hymenobacter sp. NMC04"	"S"	709425	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Thermonemataceae"	"F"	1853233	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Thermonema"	"G"	28194	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Thermonemataceae"
"Flavobacterium degerlachei"	"S"	229203	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	0.007692	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007692	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. KE-Flavo03"	"S"	392906	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	0.006593	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. KJF7-8"	"S"	1180265	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004396	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. ABG"	"S"	1423322	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004396	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. EP217"	"S"	191353	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium daejeonense"	"S"	350893	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. WB4.3-86"	"S"	426244	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. C0808"	"S"	1211055	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. R3.3"	"S"	1293658	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. THW-Z16"	"S"	1536705	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium frigidarium"	"S"	99286	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. GOBB3-C101"	"S"	151167	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. Sulf-564"	"S"	488163	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. KJ005"	"S"	1037875	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. KJF9-12"	"S"	1180271	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. A1-651"	"S"	1391309	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. FLX-3"	"S"	1510889	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. THG-DN6.19"	"S"	1537372	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. THG-DN8.5"	"S"	1537373	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. CC6C"	"S"	1556544	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. sdD2-sym"	"S"	1662400	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium saccharophilum"	"S"	29534	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium succinicans"	"S"	29536	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium xanthum"	"S"	69322	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium xinjiangense"	"S"	178356	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. EP100"	"S"	191343	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. EP306"	"S"	191368	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium indicum"	"S"	312277	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium aquidurense"	"S"	362413	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium croceum"	"S"	370975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium hercynium"	"S"	387094	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. 2026"	"S"	427844	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. SK-3"	"S"	435499	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. PR11-2-7"	"S"	471752	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. K22-02"	"S"	488600	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sasangense"	"S"	503361	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
