"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Nautella"	"G"	481445	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Nautella sp. ECSMB28"	"S"	1578937	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Nautella"
"Enhydrobacter"	"G"	212791	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>unclassified&nbsp;Rhodospirillales"
"Enhydrobacter aerosaccus"	"S"	225324	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>unclassified&nbsp;Rhodospirillales>Enhydrobacter"
"Sphingomonas sp. EMBS052"	"S"	1510827	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. JEM-3"	"S"	334281	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. G13(2013)"	"S"	1327741	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingobium sp. IbD51"	"S"	1325326	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Hephaestia"	"G"	1445609	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Hephaestia sp. DUSK 48"	"S"	1764018	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Hephaestia"
"alpha proteobacterium endosymbiont 1b of Inanidrilus makropetalos"	"S"	320148	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria&nbsp;(miscellaneous)"
"environmental samples"	"-"	543120	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Orientia"
"uncultured Orientia sp."	"S"	543121	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Orientia>environmental&nbsp;samples"
"Enterobacter sp. S139"	"S"	1118110	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Buchnera aphidicola (Yamatocallis tokyoensis)"	"-"	165262	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola (Neophyllaphis podocarpi)"	"-"	1265378	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"environmental samples"	"-"	135152	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella"
"uncultured Rahnella sp."	"S"	291577	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella>environmental&nbsp;samples"
"Stenotrophomonas sp. GGC-D6"	"S"	570661	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Xanthomonas sp. FeL06"	"S"	539294	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Dyella sp. OS-B13"	"S"	604302	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Pseudomonas sp. enrichment culture"	"S"	1582021	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>environmental&nbsp;samples"
"Pseudomonas sp. HF12-8"	"S"	340325	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. YRL05"	"S"	510153	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. LC263"	"S"	1120682	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Azotobacter sp. RHIZO-1"	"S"	538386	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Azotobacter&nbsp;group>Azotobacter"
"Legionella jordanis"	"S"	456	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Halomonas almeriensis"	"S"	308163	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Chromohalobacter sp. KY-VR3-1"	"S"	445898	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Chromohalobacter"
"Alcanivorax sp. GI-CMST1"	"S"	768475	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae>Alcanivorax"
"Oleiphilaceae"	"F"	191033	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Oleiphilus"	"G"	141450	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oleiphilaceae"
"Oleiphilus messinensis"	"S"	141451	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oleiphilaceae>Oleiphilus"
"Alteromonas sp."	"S"	232	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Pseudoalteromonas sp. E9"	"S"	1471146	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Vibrionaceae bacterium Bac17"	"S"	1634374	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>unclassified&nbsp;Vibrionaceae>unclassified&nbsp;Vibrionaceae&nbsp;(miscellaneous)"
"gamma proteobacterium symbiont of Isorropodon perplexum"	"S"	1155423	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"environmental samples"	"-"	363179	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"uncultured Methylococcales bacterium"	"S"	363180	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>environmental&nbsp;samples"
"Aggregatibacter"	"G"	416916	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Aggregatibacter actinomycetemcomitans"	"S"	714	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Aggregatibacter"
"Aggregatibacter actinomycetemcomitans HK1651"	"-"	272556	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Aggregatibacter>Aggregatibacter&nbsp;actinomycetemcomitans"
"Desulfovibrio sp. enrichment culture clone Jdgsrb048"	"S"	675960	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>environmental&nbsp;samples"
"Cystobacter sp. NR-1"	"S"	1930072	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae>Cystobacter"
"environmental samples"	"-"	412044	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae"
"uncultured Archangiaceae bacterium"	"S"	412045	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae>environmental&nbsp;samples"
"Bacteriovorax sp. ISRB1"	"S"	390585	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Bacteriovoracaceae>Bacteriovorax"
"Bacteriovorax sp. NB2"	"S"	413330	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Bacteriovoracaceae>Bacteriovorax"
"proteobacterium AZD8_5"	"S"	317292	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>unclassified&nbsp;Proteobacteria>unclassified&nbsp;Proteobacteria&nbsp;(miscellaneous)"
"Leucobacter sp. 22(2012)"	"S"	1208560	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Leucobacter"
"Rhodoglobus"	"G"	193383	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rhodoglobus aureus"	"S"	191497	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Rhodoglobus"
"Brachybacterium sp. XJ141W-N1"	"S"	1156730	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae>Brachybacterium"
"Promicromonospora"	"G"	43676	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae"
"Promicromonospora sp. FS49"	"S"	1749161	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae>Promicromonospora"
"Streptomyces beijiangensis"	"S"	163361	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces hygroscopicus"	"S"	1912	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces kurssanovii"	"S"	67312	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sporoverrucosus"	"S"	285567	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces bacillaris subgroup"	"S"	1482566	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;griseus&nbsp;group"
"Streptomyces bacillaris"	"S"	68179	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;griseus&nbsp;group>Streptomyces&nbsp;bacillaris&nbsp;subgroup"
"Streptomyces sp. KSR318S35"	"S"	1050136	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces pratensis"	"S"	1169025	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Rhodococcus rhodochrous"	"S"	1829	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus cerastii"	"S"	908616	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Actinomadura sediminis"	"S"	1038904	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Actinomadura"
"Streptomonospora sp. SBSK-373"	"S"	1478130	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Streptomonospora"
"Rubrobacteria"	"C"	84995	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"unclassified Rubrobacteria"	"-"	191842	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria"
"bacterium Ellin5201"	"S"	234328	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>unclassified&nbsp;Rubrobacteria"
"Bacillus jeotgali"	"S"	129985	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus funiculus"	"S"	137993	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. AT6"	"S"	626479	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. WTB-JS001"	"S"	1243058	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
