"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"NS7 marine group"	"F"	24979	3	NA	NA	NA	NA	3	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	0.001543	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Candidatus Sulcia"	"G"	24823	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Flavihumibacter"	"G"	24678	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0.001543	NA	NA	NA	NA	0.001543	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Niabella"	"G"	24686	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Filimonas"	"G"	24675	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Parasediminibacterium"	"G"	24690	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Parafilimonas"	"G"	24689	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Saprospira"	"G"	24711	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Draconibacterium"	"G"	24643	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"Rs-E47 termite group"	"F"	982	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"GWE2-42-42"	"G"	24652	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rs&#x2011;E47&nbsp;termite&nbsp;group"
"GZKB124"	"F"	925	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Balneolales"	"O"	25075	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia"
"Balneolaceae"	"F"	25076	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales"
"uncultured"	"G"	25090	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
"Diplosphaera"	"G"	26976	20	NA	NA	NA	NA	20	NA	NA	NA	NA	5	NA	0.01028	NA	NA	NA	NA	0.01028	NA	NA	NA	NA	0.005494	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"MB11C04 marine group"	"G"	26986	3	NA	NA	NA	NA	3	NA	NA	NA	NA	1	NA	0.001543	NA	NA	NA	NA	0.001543	NA	NA	NA	NA	0.001099	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"A714019"	"G"	26982	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Haloferula"	"G"	27003	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"DEV007"	"F"	4032	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Roseimicrobium"	"G"	4044	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"LD29"	"G"	26960	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"Chthoniobacter"	"G"	26959	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"01D2Z36"	"F"	26956	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"LD1-PB3"	"O"	26967	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Limisphaera"	"G"	26995	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales>Pedosphaeraceae"
"S-BQ2-57 soil group"	"O"	26998	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Virgibacillus"	"G"	1727	19	NA	NA	NA	NA	1	NA	19	NA	NA	NA	NA	0.01044	NA	NA	NA	NA	0.0005142	NA	0.01044	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salinicoccus"	"G"	1779	2	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	0.001099	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Saccharibacillus"	"G"	1748	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Thermobacillus"	"G"	1749	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"uncultured"	"G"	1770	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Kurthia"	"G"	1761	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Paenisporosarcina"	"G"	1763	2	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	0.001099	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Solibacillus"	"G"	1767	5	NA	NA	NA	NA	1	NA	5	NA	NA	NA	NA	0.002748	NA	NA	NA	NA	0.0005142	NA	0.002748	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Family XII"	"F"	1734	13	NA	NA	NA	NA	4	NA	13	NA	NA	NA	NA	0.007146	NA	NA	NA	NA	0.002057	NA	0.007146	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Exiguobacterium"	"G"	1735	13	NA	NA	NA	NA	4	NA	13	NA	NA	NA	NA	0.007146	NA	NA	NA	NA	0.002057	NA	0.007146	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XII"
"Thermoactinomycetaceae"	"F"	1782	4	NA	NA	NA	NA	4	NA	1	NA	NA	NA	NA	0.002057	NA	NA	NA	NA	0.002057	NA	0.0005497	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Novibacillus"	"G"	25628	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	0.002057	NA	NA	NA	NA	0.002057	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Tumebacillus"	"G"	1678	1	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	0.001099	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Sporolactobacillaceae"	"F"	1771	4	NA	NA	NA	NA	1	NA	4	NA	NA	NA	NA	0.002199	NA	NA	NA	NA	0.0005142	NA	0.002199	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Salipaludibacillus"	"G"	25620	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Jeotgalibaca"	"G"	11279	14	NA	NA	NA	NA	2	NA	14	NA	NA	NA	NA	0.007695	NA	NA	NA	NA	0.001028	NA	0.007695	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Dolosigranulum"	"G"	1820	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Alkalibacterium"	"G"	1812	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Alloiococcus"	"G"	1814	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Lactovum"	"G"	1852	11	NA	NA	NA	NA	2	NA	11	NA	NA	NA	NA	0.006046	NA	NA	NA	NA	0.001028	NA	0.006046	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"uncultured"	"G"	1810	2	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	0.001099	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"[Eubacterium] tenue group"	"G"	14380	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Clostridium sensu stricto 12"	"G"	1876	5	NA	NA	NA	NA	5	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 19"	"G"	1883	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Fonticella"	"G"	1893	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 15"	"G"	1879	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"uncultured"	"G"	1899	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Fusicatenibacter"	"G"	11305	2	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"[Eubacterium] ruminantium group"	"G"	11340	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Hungatella"	"G"	11306	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Anaerocolumna"	"G"	25646	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae XPB1014 group"	"G"	11331	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Butyrivibrio 2"	"G"	11300	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Cellulosilyticum"	"G"	1995	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae UCG-001"	"G"	11321	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Ruminiclostridium"	"G"	11353	2	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Candidatus Soleaferrea"	"G"	11350	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Papillibacter"	"G"	2065	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Intestinimonas"	"G"	2062	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcaceae UCG-004"	"G"	11362	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"uncultured"	"G"	1868	2	NA	NA	NA	NA	2	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.002198	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"Family XIII UCG-001"	"G"	11294	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIII"
"[Eubacterium] brachy group"	"G"	11296	3	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIII"
"TSAC18"	"F"	2080	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Finegoldia"	"G"	1940	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Helcococcus"	"G"	1942	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Family XVIII"	"F"	1970	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Symbiobacterium"	"G"	1972	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVIII"
"uncultured"	"G"	1935	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"MBA03"	"O"	14388	1	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	0.001099	NA	"Bacteria>Firmicutes>Clostridia"
"Pelosinus"	"G"	2189	3	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003297	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megasphaera"	"G"	2185	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Acidaminococcus"	"G"	2167	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Agreia"	"G"	581	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rhodoglobus"	"G"	626	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Subtercola"	"G"	632	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Flaviluna"	"G"	588	22	NA	NA	NA	NA	1	NA	NA	NA	NA	22	NA	0.02418	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.02418	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Parafrigoribacterium"	"G"	24510	9	NA	NA	NA	NA	1	NA	NA	NA	NA	9	NA	0.00989	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.00989	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Galbitalea"	"G"	11150	8	NA	NA	NA	NA	1	NA	NA	NA	NA	8	NA	0.008791	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.008791	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Paeniglutamicibacter"	"G"	14219	9	NA	NA	NA	NA	2	NA	NA	NA	NA	9	NA	0.00989	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.00989	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Cellulomonadaceae"	"F"	523	7	NA	NA	NA	NA	2	NA	NA	NA	NA	7	NA	0.007692	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.007692	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Cellulomonas"	"G"	525	4	NA	NA	NA	NA	2	NA	NA	NA	NA	4	NA	0.004396	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.004396	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae"
"Janibacter"	"G"	563	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Brevibacteriaceae"	"F"	521	6	NA	NA	NA	NA	1	NA	NA	NA	NA	6	NA	0.006593	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.006593	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Brevibacterium"	"G"	522	6	NA	NA	NA	NA	1	NA	NA	NA	NA	6	NA	0.006593	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.006593	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Brevibacteriaceae"
"Demequinaceae"	"F"	531	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Demequina"	"G"	532	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Demequinaceae"
"Auraticoccus"	"G"	716	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Lawsonella"	"G"	14206	2	NA	NA	NA	NA	2	NA	2	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.001028	NA	0.001099	NA	NA	0.001099	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Nocardia"	"G"	463	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002198	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Streptomonospora"	"G"	780	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Catellatospora"	"G"	678	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Salinispora"	"G"	696	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Nitratifractor"	"G"	25588	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0.001543	NA	NA	NA	NA	0.001543	NA	NA	NA	NA	NA	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Sulfurovaceae"
