"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"endosymbionts5"	"G"	14650	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Arsenophonus"	"G"	3470	3	NA	NA	NA	NA	NA	NA	2	NA	NA	3	NA	0.003585	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Enterobacillus"	"G"	26645	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Brenneria"	"G"	3472	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Lonsdalea"	"G"	3510	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buttiauxella"	"G"	3475	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Atlantibacter"	"G"	26644	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts8"	"G"	14653	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Moranella"	"G"	3484	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Benitsuchiphilus"	"G"	3477	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pseudocitrobacter"	"G"	14642	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Purcelliella"	"G"	3487	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Azotobacter"	"G"	3721	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Paralcaligenes"	"G"	26427	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Muribacter"	"G"	14676	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Idiomarina"	"G"	3387	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Salicola"	"G"	3621	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Sinobacterium"	"G"	14627	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Thiomicrorhabdus"	"G"	26856	2	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.00239	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales>Thiomicrospiraceae"
"IheB2-23"	"G"	26697	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"JTB23"	"O"	26683	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"UBA10353 marine group"	"O"	26861	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"OM182 clade"	"O"	26750	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Lentilitoribacter"	"G"	26110	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Magnetospirillaceae"	"F"	26183	8	NA	NA	NA	NA	NA	NA	1	NA	NA	8	NA	0.009561	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.009561	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospirillum"	"G"	26184	6	NA	NA	NA	NA	NA	NA	1	NA	NA	6	NA	0.007171	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.007171	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Vulcanibacillus"	"G"	1728	11	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006131	NA	NA	NA	NA	NA	NA	0.006131	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Fictibacillus"	"G"	1694	6	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003344	NA	NA	NA	NA	NA	NA	0.003344	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Anaerobacillus"	"G"	1685	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Gracilibacillus"	"G"	1698	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Lentibacillus"	"G"	1702	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Halolactibacillus"	"G"	1701	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aquibacillus"	"G"	11265	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Geomicrobium"	"G"	1697	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aeribacillus"	"G"	1681	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aureibacillus"	"G"	25614	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Cerasibacillus"	"G"	1692	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Terribacillus"	"G"	1723	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salimicrobium"	"G"	1714	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Macrococcus"	"G"	1777	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Jeotgalicoccus"	"G"	1776	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Brochothrix"	"G"	1738	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Jeotgalibacillus"	"G"	1760	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Domibacillus"	"G"	11272	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planomicrobium"	"G"	1765	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Filibacter"	"G"	1758	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Chryseomicrobium"	"G"	1756	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Sporolactobacillus"	"G"	1773	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002229	NA	NA	NA	NA	NA	NA	0.002229	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Alicyclobacillus"	"G"	1676	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Pediococcus"	"G"	1838	8	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004459	NA	NA	NA	NA	NA	NA	0.004459	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Vagococcus"	"G"	1835	6	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003344	NA	NA	NA	NA	NA	NA	0.003344	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Tetragenococcus"	"G"	1834	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Pilibacter"	"G"	1833	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Catellicoccus"	"G"	1830	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Atopostipes"	"G"	1817	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Carnobacterium"	"G"	1818	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Pisciglobus"	"G"	1825	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Abiotrophia"	"G"	1803	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001672	NA	NA	NA	NA	NA	NA	0.001672	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"P5D1-392"	"F"	1847	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Desulfitobacterium"	"G"	2030	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Family XVII"	"F"	1966	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Sulfobacillus"	"G"	1967	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVII"
"Clostridiaceae 2"	"F"	1900	2	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.00239	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.00239	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Acetobacterium"	"G"	1929	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.001195	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"livecontrolB21"	"F"	2082	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"0319-7L14"	"C"	24477	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Actinobacteria"
"Subgroup 21"	"C"	14193	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Acidobacteria"
"Candidatus Kuenenbacteria"	"O"	25759	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Chloroflexaceae"	"F"	1414	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"Candidatus Chlorothrix"	"G"	25151	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Chloroflexaceae"
"Treponema 2"	"G"	26935	2	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.00239	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	0.00239	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Leptotrichia"	"G"	2216	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Leptospirillum"	"G"	2284	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Halanaerobiaceae"	"F"	25685	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales"
"Halanaerobium"	"G"	25686	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	NA	NA	0.0005573	NA	NA	NA	NA	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halanaerobiaceae"
"Lampropedia"	"G"	26406	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Protistobacter"	"G"	26376	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Glaciimonas"	"G"	26396	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"MM1"	"G"	26517	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Quatrionicoccus"	"G"	26572	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"mle1-7"	"G"	26550	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"cr616"	"G"	26549	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"GOUTA6"	"G"	26543	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Microvirgula"	"G"	26346	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Spirillum"	"G"	26506	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Formivibrio"	"G"	26479	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.005976	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005976	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Leeiaceae"	"F"	26512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Leeia"	"G"	26513	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Leeiaceae"
"Budvicia"	"G"	3474	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Alkanindiges"	"G"	3712	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Oceanimonas"	"G"	3319	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Xylella"	"G"	3823	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Alishewanella"	"G"	3338	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004781	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004781	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Thalassotalea"	"G"	11506	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"uncultured"	"F"	14621	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Gallaecimonadaceae"	"F"	26311	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Gallaecimonas"	"G"	26312	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Gallaecimonadaceae"
"uncultured"	"G"	26315	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"Wenzhouxiangella"	"G"	14660	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Candidatus Carsonella"	"G"	14656	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
