"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Janthinobacterium sp. TP-Snow-C75"	"S"	1341576	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. MsC-10-4CB1-05"	"S"	1550301	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. 4cultural_33"	"S"	1849635	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Duganella phyllosphaerae"	"S"	762836	2	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	0.0007469	NA	NA	NA	NA	NA	NA	NA	0.0007469	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Duganella"
"Duganella sp. Leaf61"	"S"	1736227	2	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	0.0007469	NA	NA	NA	NA	NA	NA	NA	0.0007469	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Duganella"
"Duganella sp. A22"	"S"	492649	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Duganella"
"Duganella sp. GR 7-01"	"S"	1534009	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Duganella"
"Duganella sp. Leaf126"	"S"	1736266	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Duganella"
"Duganella sp. 2M1lan"	"S"	1834331	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Duganella"
"Collimonas antrihumi"	"S"	1940615	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"environmental samples"	"-"	337244	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Oxalobacter"
"uncultured Oxalobacter sp."	"S"	337245	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Oxalobacter>environmental&nbsp;samples"
"Noviherbaspirillum sp."	"S"	1926288	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Noviherbaspirillum"
"Pseudoduganella"	"G"	1522432	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Pseudoduganella sp."	"S"	1880898	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Pseudoduganella"
"Burkholderia pseudomallei NCTC 13179"	"-"	1241583	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;pseudomallei"
"Burkholderia thailandensis"	"S"	57975	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia thailandensis H0587"	"-"	1249663	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;thailandensis"
"Burkholderia sp. INBio_4508D"	"S"	1565805	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0007469	NA	NA	NA	NA	NA	NA	NA	0.0007469	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. GLY-3203"	"S"	1826716	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0007469	NA	NA	NA	NA	NA	NA	NA	0.0007469	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. SOD-7"	"S"	180546	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. DF4MM3"	"S"	314624	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. FM-A"	"S"	338609	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. DM-Ni2"	"S"	376459	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. kmd_430"	"S"	536849	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. DBTB"	"S"	634758	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. PCP15"	"S"	882730	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. 3BT3"	"S"	984997	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. DRS9A"	"S"	1005630	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. IMCC13007"	"S"	1029634	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. MG-2011-20-CS"	"S"	1041649	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. MG-2011-66-DD"	"S"	1041653	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Candidatus Burkholderia crenata"	"S"	1074049	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. PE-GR05"	"S"	1086518	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. PE-ST04"	"S"	1086536	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. PE-ST09"	"S"	1086538	2	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	0.0008059	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. RAU2k"	"S"	1245411	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. CAN6"	"S"	1267215	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. BAMsp3"	"S"	1571705	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. symbiont of Dicranocephalus lateralis"	"S"	1810625	2	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	0.0008059	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. CRM109"	"S"	1853163	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Ralstonia solanacearum MolK2"	"-"	564065	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia>Ralstonia&nbsp;solanacearum"
"Ralstonia sp. U2"	"S"	70356	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Ralstonia insidiosa"	"S"	190721	2	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	0.0008059	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Ralstonia sp. 1-1"	"S"	269146	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Cupriavidus sp. KKU38"	"S"	548917	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. S41"	"S"	1145034	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. BT 202"	"S"	1179446	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. A26(2012)"	"S"	1242714	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. PIC4"	"S"	1470381	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. SM-2017"	"S"	1963406	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Paraburkholderia nodosa"	"S"	392320	3	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	0.00112	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia metrosideri"	"S"	580937	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Candidatus Paraburkholderia schumannianae"	"S"	1069530	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Pandoraea apista"	"S"	93218	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea sp. OXJ-11"	"S"	412374	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Caballeronia sordidicola"	"S"	196367	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Caballeronia"
"Chitinimonas sp. KJ003"	"S"	1037873	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Chitinimonas"
"Achromobacter sp. C3"	"S"	676604	5	NA	NA	NA	NA	NA	NA	NA	5	NA	1	NA	0.001867	NA	NA	NA	NA	NA	NA	NA	0.001867	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter sp. CEMM 05-01-038"	"S"	702971	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter sp. AVBM SMBS"	"S"	1220772	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Alcaligenes sp. ACS1"	"S"	481341	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Alcaligenes sp. DMA"	"S"	526870	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Alcaligenes sp. RDS8"	"S"	1026755	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Alcaligenes sp. AUBT-I5"	"S"	1084982	2	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	0.0008059	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Alcaligenes sp. NCCP-1216"	"S"	1682608	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Alcaligenes sp. LW-28"	"S"	1716408	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Alcaligenes sp. BZC5"	"S"	1821225	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Bordetella trematum"	"S"	123899	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0007469	NA	NA	NA	NA	NA	NA	NA	0.0007469	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella avium"	"S"	521	3	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	0.001209	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.001209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Advenella sp. CR12"	"S"	391377	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Alcaligenaceae bacterium LB4"	"S"	1856895	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>unclassified&nbsp;Alcaligenaceae"
"Pigmentiphaga sp. PG-09"	"S"	266860	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Pigmentiphaga"
"Kerstersia sp. OTU s7"	"S"	1738480	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Kerstersia"
"Basilea"	"G"	1472344	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Basilea psittacipulmonis"	"S"	1472345	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Basilea"
"Basilea psittacipulmonis DSM 24701"	"-"	1072685	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Basilea>Basilea&nbsp;psittacipulmonis"
"Parvibium"	"G"	2109346	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Parvibium lacunae"	"S"	1888893	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Parvibium"
"Burkholderiales bacterium enrichment culture clone ANA-RAS-4"	"S"	871557	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>environmental&nbsp;samples"
