"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"Tindallia"	"G"	1906	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;2"
"Clostridiaceae 3"	"F"	1907	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Caloranaerobacter"	"G"	1909	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;3"
"Caldanaerobacter"	"G"	2128	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Thermoanaerobacterium"	"G"	2118	1	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	0.0003595	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	NA	0.0002742	NA	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Family&nbsp;III"
"uncultured"	"G"	14390	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Family&nbsp;III"
"Vulcanibacillus"	"G"	1728	23	NA	NA	NA	3	NA	NA	NA	23	NA	NA	NA	NA	0.005705	NA	NA	NA	0.0007708	NA	NA	NA	0.005705	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salimicrobium"	"G"	1714	3	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	0.0007441	NA	NA	NA	0.0005139	NA	NA	NA	0.0007441	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Saccharococcus"	"G"	1713	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Anaerobacillus"	"G"	1685	12	NA	NA	NA	1	NA	NA	NA	12	NA	1	NA	NA	0.002976	NA	NA	NA	0.0002569	NA	NA	NA	0.002976	NA	0.0002742	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salsuginibacillus"	"G"	1719	1	NA	NA	NA	1	NA	NA	NA	1	1	1	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	0.000248	0.0003734	0.0002742	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Fictibacillus"	"G"	1694	13	NA	NA	NA	1	NA	NA	NA	13	1	3	NA	NA	0.003224	NA	NA	NA	0.0002569	NA	NA	NA	0.003224	0.0003734	0.0008225	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Brochothrix"	"G"	1738	6	NA	NA	NA	2	NA	NA	1	6	1	NA	NA	NA	0.001488	NA	NA	NA	0.0005139	NA	NA	0.0003595	0.001488	0.0003734	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"[Renibacterium] salmoninarum group"	"G"	25618	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Alicyclobacillaceae"	"F"	1675	5	NA	NA	NA	5	NA	1	1	5	1	3	1	NA	0.001285	NA	NA	NA	0.001285	NA	0.0004041	0.0003595	0.00124	0.0003734	0.0008225	0.0004029	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Alicyclobacillus"	"G"	1676	2	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	0.0003595	NA	NA	0.0002742	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Acidibacillus"	"G"	14349	2	NA	NA	NA	2	NA	1	NA	2	NA	NA	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	0.0004041	NA	0.000496	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Tumebacillus"	"G"	1678	2	NA	NA	NA	1	NA	NA	NA	2	NA	1	NA	NA	0.000496	NA	NA	NA	0.0002569	NA	NA	NA	0.000496	NA	0.0002742	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Family X"	"F"	1730	3	NA	NA	NA	2	NA	NA	2	3	NA	1	1	NA	0.0007441	NA	NA	NA	0.0005139	NA	NA	0.000719	0.0007441	NA	0.0002742	0.0004029	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Thermicanus"	"G"	1731	3	NA	NA	NA	2	NA	NA	2	3	NA	1	1	NA	0.0007441	NA	NA	NA	0.0005139	NA	NA	0.000719	0.0007441	NA	0.0002742	0.0004029	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;X"
"Catellicoccus"	"G"	1830	3	NA	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	0.0007441	NA	NA	NA	0.0002569	NA	NA	NA	0.0007441	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"uncultured"	"O"	11280	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0002742	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Firmicutes>Bacilli"
"Anaerovibrio"	"G"	2180	2	NA	NA	NA	1	NA	2	1	NA	1	NA	NA	NA	0.0008082	NA	NA	NA	0.0002569	NA	0.0008082	0.0003595	NA	0.0003734	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Pectinatus"	"G"	2188	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Sporolituus"	"G"	2195	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Succinispira"	"G"	2170	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"ZOR0006"	"G"	25678	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003595	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Allobaculum"	"G"	2150	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Bulleidia"	"G"	2152	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Limnochordia"	"C"	14398	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	NA	NA	NA	"Bacteria>Firmicutes"
"Limnochordales"	"O"	14399	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	NA	NA	NA	"Bacteria>Firmicutes>Limnochordia"
"Limnochordaceae"	"F"	14400	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	NA	NA	NA	"Bacteria>Firmicutes>Limnochordia>Limnochordales"
"Phycisphaera"	"G"	2322	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	1	NA	0.001285	NA	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"I-8"	"G"	2320	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"Urania-1B-19 marine sediment group"	"G"	2324	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"Tepidisphaera"	"G"	14498	3	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	0.0004041	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae>Tepidisphaerales>Tepidisphaeraceae"
"ST-NAGAB-D1"	"F"	25848	3	NA	NA	NA	3	NA	1	1	NA	NA	NA	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	0.0004041	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"L21-RPul-D3"	"F"	25845	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"S-70"	"O"	2330	29	NA	NA	NA	29	NA	NA	3	1	1	3	NA	NA	0.007451	NA	NA	NA	0.007451	NA	NA	0.001079	0.000248	0.0003734	0.0008225	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"mle1-8"	"O"	2334	11	NA	NA	NA	11	NA	NA	1	NA	2	3	NA	NA	0.002826	NA	NA	NA	0.002826	NA	NA	0.0003595	NA	0.0007469	0.0008225	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"DG-20"	"O"	25841	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"Candidatus Anammoximicrobium"	"G"	25871	3	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	0.0004041	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Pir2 lineage"	"G"	25873	2	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Pir1 lineage"	"G"	25872	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0004041	NA	NA	NA	0.0002569	NA	0.0004041	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Pir3 lineage"	"G"	25874	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Termite planctomycete cluster"	"G"	25880	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0002742	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Schlesneriaceae"	"F"	25894	14	NA	NA	NA	14	NA	NA	3	NA	NA	10	NA	NA	0.003597	NA	NA	NA	0.003597	NA	NA	0.001079	NA	NA	0.002742	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Schlesneria"	"G"	25896	9	NA	NA	NA	8	NA	NA	2	NA	NA	9	NA	NA	0.002467	NA	NA	NA	0.002056	NA	NA	0.000719	NA	NA	0.002467	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Schlesneriaceae"
"Planctopirus"	"G"	25895	6	NA	NA	NA	6	NA	NA	1	NA	NA	1	NA	NA	0.001542	NA	NA	NA	0.001542	NA	NA	0.0003595	NA	NA	0.0002742	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Schlesneriaceae"
"BD7-11"	"C"	2295	8	NA	NA	NA	8	NA	1	1	NA	2	3	NA	NA	0.002056	NA	NA	NA	0.002056	NA	0.0004041	0.0003595	NA	0.0007469	0.0008225	NA	NA	"Bacteria>Planctomycetes"
"Brocadiales"	"O"	25829	4	NA	NA	NA	4	NA	2	NA	NA	1	2	2	NA	0.001028	NA	NA	NA	0.001028	NA	0.0008082	NA	NA	0.0003734	0.0005483	0.0008059	NA	"Bacteria>Planctomycetes>Brocadiae"
"Brocadiaceae"	"F"	25830	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Planctomycetes>Brocadiae>Brocadiales"
"Candidatus Brocadia"	"G"	25832	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Brocadiae>Brocadiales>Brocadiaceae"
"Candidatus Jettenia"	"G"	25833	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Brocadiae>Brocadiales>Brocadiaceae"
"Scalinduaceae"	"F"	25837	2	NA	NA	NA	2	NA	2	NA	NA	1	2	1	NA	0.0008082	NA	NA	NA	0.0005139	NA	0.0008082	NA	NA	0.0003734	0.0005483	0.0004029	NA	"Bacteria>Planctomycetes>Brocadiae>Brocadiales"
"Candidatus Scalindua"	"G"	25838	2	NA	NA	NA	2	NA	2	NA	NA	1	2	1	NA	0.0008082	NA	NA	NA	0.0005139	NA	0.0008082	NA	NA	0.0003734	0.0005483	0.0004029	NA	"Bacteria>Planctomycetes>Brocadiae>Brocadiales>Scalinduaceae"
"028H05-P-BN-P5"	"C"	2294	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes"
"ODP123"	"C"	25840	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes"
"SPG12-343-353-B69"	"C"	25899	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes"
"Magnetobacteriales"	"O"	25739	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	0.000248	NA	NA	NA	NA	"Bacteria>Nitrospirae>Thermodesulfovibrionia"
"Magnetobacteriaceae"	"F"	25740	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	0.000248	NA	NA	NA	NA	"Bacteria>Nitrospirae>Thermodesulfovibrionia>Magnetobacteriales"
"Candidatus Magnetoovum"	"G"	25742	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Nitrospirae>Thermodesulfovibrionia>Magnetobacteriales>Magnetobacteriaceae"
"Longimicrobium"	"G"	14416	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	NA	NA	NA	"Bacteria>Gemmatimonadetes>Longimicrobia>Longimicrobiales>Longimicrobiaceae"
"MD2902-B12"	"C"	14417	3	NA	NA	NA	2	NA	1	NA	NA	3	NA	1	NA	0.00112	NA	NA	NA	0.0005139	NA	0.0004041	NA	NA	0.00112	NA	0.0004029	NA	"Bacteria>Gemmatimonadetes"
"PAUC43f marine benthic group"	"C"	14418	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0002742	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Gemmatimonadetes"
"Galbitalea"	"G"	11150	7	NA	NA	NA	4	NA	4	5	NA	3	7	3	NA	0.001919	NA	NA	NA	0.001028	NA	0.001616	0.001798	NA	0.00112	0.001919	0.001209	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"SV1-3"	"G"	628	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003595	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Herbiconiux"	"G"	604	1	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Schumannella"	"G"	631	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rathayibacter"	"G"	625	2	NA	NA	NA	1	NA	2	NA	NA	1	1	1	NA	0.0008082	NA	NA	NA	0.0002569	NA	0.0008082	NA	NA	0.0003734	0.0002742	0.0004029	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Citricoccus"	"G"	640	1	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	0.0004041	NA	NA	NA	0.0002569	NA	0.0004041	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Nakamurellaceae"	"F"	489	4	NA	NA	NA	1	NA	NA	NA	NA	NA	4	NA	NA	0.001097	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.001097	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Nakamurella"	"G"	490	4	NA	NA	NA	1	NA	NA	NA	NA	NA	4	NA	NA	0.001097	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.001097	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Nakamurellaceae"
"Plantactinospora"	"G"	692	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Dactylosporangium"	"G"	682	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	0.0004041	NA	NA	NA	0.0002569	NA	0.0004041	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Trueperella"	"G"	426	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinokineospora"	"G"	738	2	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	0.000719	NA	NA	NA	0.0002569	NA	NA	0.000719	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Actinomycetospora"	"G"	739	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"uncultured"	"O"	24569	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Thermoleophilia"
"Eggerthella"	"G"	24551	3	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	NA	0.0008225	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	0.0008225	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Eggerthellaceae"
"Nitriliruptorales"	"O"	834	2	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Actinobacteria>Nitriliruptoria"
"Nitriliruptoraceae"	"F"	835	2	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Actinobacteria>Nitriliruptoria>Nitriliruptorales"
"Candidatus Abawacabacteria"	"O"	25766	11	NA	NA	NA	11	NA	1	NA	NA	NA	NA	1	NA	0.002826	NA	NA	NA	0.002826	NA	0.0004041	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Patescibacteria>Gracilibacteria"
"Candidatus Gottesmanbacteria"	"O"	25779	5	NA	NA	NA	1	NA	3	2	NA	1	5	1	NA	0.001371	NA	NA	NA	0.0002569	NA	0.001212	0.000719	NA	0.0003734	0.001371	0.0004029	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Falkowbacteria"	"O"	25755	3	NA	NA	NA	3	NA	NA	2	NA	3	1	NA	NA	0.00112	NA	NA	NA	0.0007708	NA	NA	0.000719	NA	0.00112	0.0002742	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Komeilibacteria"	"O"	25758	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Azambacteria"	"O"	25791	2	NA	NA	NA	2	NA	NA	NA	NA	1	NA	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"Bacteria>Patescibacteria>Parcubacteria"
"32-520"	"O"	25787	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003595	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Portnoybacteria"	"O"	25804	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Nomurabacteria"	"O"	25803	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003595	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Jorgensenbacteria"	"O"	25797	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003595	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Yanofskybacteria"	"O"	25811	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Paceibacterales"	"O"	25817	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Paceibacteraceae"	"F"	25818	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria>Paceibacterales"
"Candidatus Paceibacter"	"G"	25819	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria>Paceibacterales>Paceibacteraceae"
"Kazania"	"C"	25770	2	NA	NA	NA	1	NA	NA	2	NA	NA	NA	1	NA	0.000719	NA	NA	NA	0.0002569	NA	NA	0.000719	NA	NA	NA	0.0004029	NA	"Bacteria>Patescibacteria"
"uncultured"	"C"	25827	1	NA	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	0.0002742	NA	NA	NA	0.0002569	NA	NA	NA	0.000248	NA	0.0002742	NA	NA	"Bacteria>Patescibacteria"
"vadinBE97"	"F"	14446	22	NA	NA	NA	22	NA	NA	3	NA	2	8	2	NA	0.005653	NA	NA	NA	0.005653	NA	NA	0.001079	NA	0.0007469	0.002193	0.0008059	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
