"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.kreport.cladeReads"	"centrifuge_classification_june_BC02.kreport.cladeReads"	"centrifuge_classification_june_BC03.kreport.cladeReads"	"centrifuge_classification_june_BC04.kreport.cladeReads"	"centrifuge_classification_june_BC05.kreport.cladeReads"	"centrifuge_classification_june_BC06.kreport.cladeReads"	"centrifuge_classification_june_BC08.kreport.cladeReads"	"centrifuge_classification_june_BC09.kreport.cladeReads"	"centrifuge_classification_june_BC10.kreport.cladeReads"	"centrifuge_classification_june_BC11.kreport.cladeReads"	"centrifuge_classification_june_BC12.kreport.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.kreport.cladeReads.."	"centrifuge_classification_june_BC02.kreport.cladeReads.."	"centrifuge_classification_june_BC03.kreport.cladeReads.."	"centrifuge_classification_june_BC04.kreport.cladeReads.."	"centrifuge_classification_june_BC05.kreport.cladeReads.."	"centrifuge_classification_june_BC06.kreport.cladeReads.."	"centrifuge_classification_june_BC08.kreport.cladeReads.."	"centrifuge_classification_june_BC09.kreport.cladeReads.."	"centrifuge_classification_june_BC10.kreport.cladeReads.."	"centrifuge_classification_june_BC11.kreport.cladeReads.."	"centrifuge_classification_june_BC12.kreport.cladeReads.."	"lineage"
"Entomoplasma"	"G"	46238	3	NA	NA	NA	NA	1	NA	3	NA	NA	NA	NA	0.001649	NA	NA	NA	NA	0.0005142	NA	0.001649	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Entomoplasmataceae"
"Entomoplasma luminosum"	"S"	214888	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Entomoplasmataceae>Entomoplasma"
"Deinococcus swuensis"	"S"	1182571	1	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae>Deinococcus"
"Deinococcus actinosclerus"	"S"	1768108	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae>Deinococcus"
"Chryseobacterium sp. T16E-39"	"S"	2015076	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Gramella forsetii"	"S"	411153	3	NA	NA	NA	NA	3	NA	1	NA	NA	1	NA	0.001543	NA	NA	NA	NA	0.001543	NA	0.0005497	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Elizabethkingia meningoseptica"	"S"	238	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Elizabethkingia"
"Elizabethkingia anophelis"	"S"	1117645	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Elizabethkingia"
"Polaribacter reichenbachii"	"S"	996801	2	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Flavobacteriaceae bacterium 3519-10"	"S"	531844	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Nonlabens sediminis"	"S"	319236	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Nonlabens"
"Tamlana"	"G"	393005	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Tamlana sp. UJ94"	"S"	2069432	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tamlana"
"Blattabacterium sp. (Mastotermes darwiniensis)"	"S"	39768	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Blattabacteriaceae>Blattabacterium"
"Blattabacterium sp. (Blattella germanica)"	"S"	624186	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Blattabacteriaceae>Blattabacterium"
"Bacteroides zoogleoformans"	"S"	28119	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Porphyromonas asaccharolytica"	"S"	28123	4	NA	NA	NA	NA	1	NA	NA	NA	NA	4	NA	0.004396	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Prevotella intermedia"	"S"	28131	4	NA	NA	NA	NA	2	NA	NA	NA	NA	4	NA	0.004396	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella enoeca"	"S"	76123	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella sp. oral taxon 299"	"S"	652716	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Tannerella"	"G"	195950	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"Tannerella sp. oral taxon HOT-286"	"S"	712710	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae>Tannerella"
"Pedobacter heparinus"	"S"	984	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Chlorobium limicola"	"S"	1092	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Chlorobium"
"Chlorobaculum tepidum"	"S"	1097	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobaculum"
"Chlamydia pecorum"	"S"	85991	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group>Chlamydia"
"Brachyspira pilosicoli"	"S"	52584	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Fervidobacterium nodosum"	"S"	2424	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium"
"Thermotoga profunda"	"S"	1508420	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Leptotrichia sp. oral taxon 498"	"S"	712368	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia"
"Dictyoglomus turgidum"	"S"	513050	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae>Dictyoglomus"
"Sulfolobus acidocaldarius"	"S"	2285	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales>Sulfolobaceae>Sulfolobus"
"Desulfurococcales"	"O"	114380	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei"
"Desulfurococcaceae"	"F"	2272	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Desulfurococcales"
"Desulfurococcus"	"G"	2273	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Desulfurococcales>Desulfurococcaceae"
"Desulfurococcus amylolyticus"	"S"	94694	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Desulfurococcales>Desulfurococcaceae>Desulfurococcus"
"Methanoregulaceae"	"F"	1198451	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales"
"Methanoregula"	"G"	395331	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanoregulaceae"
"Methanoregula boonei"	"S"	358766	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanoregulaceae>Methanoregula"
"Methanosarcina barkeri"	"S"	2208	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales>Methanosarcinaceae>Methanosarcina"
"Methanothermobacter"	"G"	145260	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae"
"Methanothermobacter thermautotrophicus"	"S"	145262	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanothermobacter"
"Archaeoglobi"	"C"	183980	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Archaeoglobales"	"O"	2231	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Archaeoglobi"
"Archaeoglobaceae"	"F"	2232	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	NA	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Archaeoglobi>Archaeoglobales"
"Pandoraea oxalativorans"	"S"	573737	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pseudomonas frederiksbergensis"	"S"	104087	1	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	0.9174	NA	NA	NA	NA	NA	0.6757	NA	0.9174	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas corrugata"	"S"	47879	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Halomonas sp. 1513"	"S"	1883416	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	0.6757	NA	NA	NA	NA	NA	0.6757	0.0005497	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Ketobacter"	"G"	2025617	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	0.6757	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Ketobacter alkanivorans"	"S"	1917421	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	0.6757	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae>Ketobacter"
"Methylobacterium sp. AMS5"	"S"	925818	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Cellulosimicrobium sp. TH-20"	"S"	1980001	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae>Cellulosimicrobium"
"Mycobacterium sp. YC-RL4"	"S"	1682113	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium vanbaalenii"	"S"	110539	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;fortuitum&nbsp;complex"
"Kutzneria"	"G"	43356	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	0.5435	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Kutzneria albida"	"S"	43357	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	0.5435	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Kutzneria"
"Streptococcus marmotae"	"S"	1825069	4	NA	NA	NA	NA	NA	1	4	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	0.6757	0.002199	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"[Clostridium] clariflavum"	"S"	288965	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	0.6757	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminiclostridium"
"Enterobacter cloacae complex bacterium"	"S"	2027919	30	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	0.01649	NA	NA	NA	NA	NA	NA	0.01649	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter xiangfangensis"	"S"	1296536	9	NA	NA	NA	NA	NA	NA	9	NA	NA	1	NA	0.004947	NA	NA	NA	NA	NA	NA	0.004947	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cancerogenus"	"S"	69218	8	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004397	NA	NA	NA	NA	NA	NA	0.004397	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex sp. 35734"	"S"	1870930	8	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004397	NA	NA	NA	NA	NA	NA	0.004397	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex sp. ECNIH7"	"S"	1915310	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001649	NA	NA	NA	NA	NA	NA	0.001649	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex 'Hoffmann cluster III'"	"S"	1812934	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex sp. FDA-CDC-AR_0132"	"S"	2077137	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter sp. ODB01"	"S"	1827481	4	NA	NA	NA	NA	NA	NA	4	NA	NA	1	NA	0.002199	NA	NA	NA	NA	NA	NA	0.002199	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. 638"	"S"	399742	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001099	NA	NA	NA	NA	NA	NA	0.0005497	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Citrobacter freundii complex sp. CFNIH9"	"S"	2077149	35	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	0.01924	NA	NA	NA	NA	NA	NA	0.01924	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter freundii complex sp. CFNIH3"	"S"	2077147	23	NA	NA	NA	NA	NA	NA	23	NA	NA	1	NA	0.01264	NA	NA	NA	NA	NA	NA	0.01264	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter freundii complex sp. CFNIH2"	"S"	2066049	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001649	NA	NA	NA	NA	NA	NA	0.001649	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter farmeri"	"S"	67824	28	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	0.01539	NA	NA	NA	NA	NA	NA	0.01539	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter sp. FDAARGOS_156"	"S"	1702170	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001649	NA	NA	NA	NA	NA	NA	0.001649	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Citrobacter sp. CFNIH10"	"S"	1920110	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	NA	NA	0.001099	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
