"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Arcobacter cryaerophilus"	"S"	28198	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Bdellovibrionales"	"O"	213481	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia"
"Bdellovibrionaceae"	"F"	213483	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales"
"Bdellovibrio"	"G"	958	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio bacteriovorus"	"S"	959	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio"
"Sphingobacterium sp. 62"	"S"	308051	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium"
"Pedobacter sp. KFC-76"	"S"	431756	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Microscillaceae"	"F"	1937962	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Eisenibacter"	"G"	1937963	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Microscillaceae"
"Eisenibacter elegans"	"S"	997	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Microscillaceae>Eisenibacter"
"Salinimicrobium"	"G"	561367	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Salinimicrobium sp. Bac140"	"S"	1639600	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Salinimicrobium"
"unclassified Flavobacteriales"	"-"	313602	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"unclassified Flavobacteriales (miscellaneous)"	"-"	403978	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales"
"Flavobacteriales endosymbiont of Aulacaspis yasumatsui D242"	"S"	404071	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>unclassified&nbsp;Flavobacteriales&nbsp;(miscellaneous)"
"environmental samples"	"-"	80843	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia"
"uncultured Flavobacteriia bacterium"	"S"	212695	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>environmental&nbsp;samples"
"environmental samples"	"-"	139043	2	NA	NA	NA	NA	NA	NA	1	1	1	2	1	NA	0.0005774	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	0.0003784	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"uncultured Bacteroides sp."	"S"	162156	2	NA	NA	NA	NA	NA	NA	1	1	1	2	1	NA	0.0005774	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	0.0003784	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>environmental&nbsp;samples"
"Porphyromonadaceae"	"F"	171551	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	0.001142	NA	NA	NA	NA	NA	NA	0.001142	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Porphyromonas"	"G"	836	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	0.001142	NA	NA	NA	NA	NA	NA	0.001142	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae"
"Saprospiraceae"	"F"	89374	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Saprospiria>Saprospirales"
"environmental samples"	"-"	246129	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"uncultured Gemmatimonadaceae bacterium"	"S"	246130	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae>environmental&nbsp;samples"
"Candidatus Cloacimonetes"	"P"	456828	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"unclassified Candidatus Cloacimonetes"	"-"	1047068	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Candidatus&nbsp;Cloacimonetes"
"Candidatus Cloacimonetes bacterium 4572_55"	"S"	1971726	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Candidatus&nbsp;Cloacimonetes>unclassified&nbsp;Candidatus&nbsp;Cloacimonetes"
"Candidatus Kryptonia"	"P"	1855361	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Bacillus sp. mixed culture X11"	"S"	1717967	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>environmental&nbsp;samples"
"Bacillus firmus"	"S"	1399	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus clausii"	"S"	79880	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus aquimaris"	"S"	189382	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. RS-2"	"S"	861216	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. WP-XY11-3"	"S"	1354988	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Marinococcus halophilus"	"S"	1371	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Marinococcus"
"Paenibacillus sp. enrichment culture clone ts0213R"	"S"	686422	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>environmental&nbsp;samples"
"Paenibacillus zeae"	"S"	1670645	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. 4cultural_95"	"S"	1849685	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Laceyella"	"G"	292635	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Laceyella sacchari"	"S"	37482	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae>Laceyella"
"Thermoflavimicrobium"	"G"	292636	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"environmental samples"	"-"	889294	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae>Thermoflavimicrobium"
"uncultured Thermoflavimicrobium sp."	"S"	889295	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae>Thermoflavimicrobium>environmental&nbsp;samples"
"Lactobacillus crispatus"	"S"	47770	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Alkalibacterium"	"G"	99906	2	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	NA	0.0005774	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Alkalibacterium sp. SL109"	"S"	1090855	2	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	NA	0.0005774	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Alkalibacterium"
"unclassified Lachnospiraceae"	"-"	186928	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae bacterium 613"	"S"	1156037	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>unclassified&nbsp;Lachnospiraceae"
"unclassified Clostridiales"	"-"	186813	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Epulopiscium"	"G"	2383	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales"
"environmental samples"	"-"	198438	2	NA	NA	NA	NA	NA	NA	1	2	1	1	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Moorella"
"uncultured Moorella sp."	"S"	198439	2	NA	NA	NA	NA	NA	NA	1	2	1	1	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Moorella>environmental&nbsp;samples"
"Arthrobacter citreus"	"S"	1670	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Arthrobacter sp. MSI30"	"S"	1203204	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Pseudarthrobacter polychromogenes"	"S"	1676	2	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Pseudarthrobacter"
"Microbacterium arabinogalactanolyticum"	"S"	69365	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium sp. zf-98-I"	"S"	394345	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium hatanonis"	"S"	404366	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium sp. NCCP-534"	"S"	1220127	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Intrasporangiaceae"	"F"	85021	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Terrabacter"	"G"	53355	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Terrabacter ginsenosidimutans"	"S"	490575	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae>Terrabacter"
"Streptomyces sp. 35/02"	"S"	269457	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. PsTaAH155"	"S"	1533788	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. RD4"	"S"	1707964	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Mycobacterium celatum"	"S"	28045	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Propionibacteriaceae"	"F"	31957	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0008684	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Cutibacterium"	"G"	1912216	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0008684	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Cutibacterium acnes"	"S"	1747	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0008684	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Bifidobacterium ramosum"	"S"	1798158	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Salinispora"	"G"	168694	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Salinispora sp. 13-18-31"	"S"	1570793	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Salinispora"
"Acidothermales"	"O"	1643683	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
