"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC07.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC07.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Rhodococcus"	"G"	1827	3	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Rhodococcus sp. P200"	"S"	251638	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus hoagii"	"S"	43767	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Mycobacterium sp. IN120"	"S"	1739758	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Propionibacteriales"	"O"	85009	3	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	0.00224	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardioidaceae"	"F"	85015	2	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	0.00112	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Nocardioides"	"G"	1839	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Nocardioides sp. 35/18"	"S"	269458	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"environmental samples"	"-"	253822	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"uncultured Nocardioidaceae bacterium"	"S"	253824	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>environmental&nbsp;samples"
"Propionibacteriaceae"	"F"	31957	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.00112	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Propionimicrobium"	"G"	203133	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionimicrobium lymphophilum"	"S"	33012	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Propionimicrobium"
"actinobacterium NDZKDS15"	"S"	1497893	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>unclassified&nbsp;Actinobacteria&nbsp;(class)>unclassified&nbsp;Actinobacteria&nbsp;(class)&nbsp;(miscellaneous)"
"Candidatus Nanopelagicales"	"O"	2039638	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Candidatus Nanopelagicaceae"	"F"	2162846	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales"
"Candidatus Planktophila"	"G"	622681	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae"
"environmental samples"	"-"	878251	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae>Candidatus&nbsp;Planktophila"
"uncultured Candidatus Planktophila sp."	"S"	878252	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae>Candidatus&nbsp;Planktophila>environmental&nbsp;samples"
"Gloeobacteria"	"C"	307596	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Gloeobacterales"	"O"	307595	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria"
"Gloeobacteraceae"	"F"	1890422	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales"
"Gloeobacter"	"G"	33071	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales>Gloeobacteraceae"
"Gloeobacter violaceus"	"S"	33072	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales>Gloeobacteraceae>Gloeobacter"
"Gloeobacter violaceus PCC 7421"	"-"	251221	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales>Gloeobacteraceae>Gloeobacter>Gloeobacter&nbsp;violaceus"
"Entomoplasmatales"	"O"	186328	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes"
"Spiroplasmataceae"	"F"	2131	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales"
"Spiroplasma"	"G"	2132	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae"
"environmental samples"	"-"	319048	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"uncultured Spiroplasma sp."	"S"	319049	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>environmental&nbsp;samples"
"unidentified marine bacterioplankton"	"S"	13136	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium BM0371"	"S"	1426547	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium KA55"	"S"	239859	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium NLAE-zl-P823"	"S"	1146719	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium NLAE-zl-G526"	"S"	1190082	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"marine bacterium NC49"	"S"	1312450	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium R5B"	"S"	239771	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium KM369(2012)"	"S"	1249778	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium secondary symbiont of Coelostomidia pilosa"	"S"	1331194	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"marine bacterium IV3005"	"S"	1501409	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"Flavobacterium acidificum"	"S"	1264931	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	0.00275	NA	NA	NA	NA	NA	NA	NA	0.00275	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"environmental samples"	"-"	89279	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"uncultured Flavobacterium sp."	"S"	165435	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>environmental&nbsp;samples"
"Kriegella aquimaris"	"S"	192904	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Kriegella"
"environmental samples"	"-"	460510	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes"
"uncultured Spirochaetes bacterium"	"S"	460511	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>environmental&nbsp;samples"
"environmental samples"	"-"	48468	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"uncultured Verrucomicrobiales bacterium"	"S"	100234	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>environmental&nbsp;samples"
"Hydatigera taeniaeformis"	"S"	6205	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.00112	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	0.00112	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Taeniidae>Hydatigera"
"Dytiscoidea"	"-"	535378	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga"
"Dytiscidae"	"F"	50515	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Dytiscoidea"
"Agabinae"	"-"	422058	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Dytiscoidea>Dytiscidae"
"Agabini"	"-"	183341	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Dytiscoidea>Dytiscidae>Agabinae"
"Agabus"	"G"	107769	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Dytiscoidea>Dytiscidae>Agabinae>Agabini"
"Agabus brunneus"	"S"	107771	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Dytiscoidea>Dytiscidae>Agabinae>Agabini>Agabus"
"Rhagophthalminae"	"-"	71489	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga>Elateriformia>Elateroidea>Phengodidae"
"unclassified Rhagophthalminae"	"-"	333894	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga>Elateriformia>Elateroidea>Phengodidae>Rhagophthalminae"
"Rhagophthalmidae sp. UPOL 001363"	"S"	1491346	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga>Elateriformia>Elateroidea>Phengodidae>Rhagophthalminae>unclassified&nbsp;Rhagophthalminae"
"Diptera"	"O"	7147	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola"
"Brachycera"	"-"	7203	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera"
"Muscomorpha"	"-"	43733	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera"
"Nemestrinoidea"	"-"	50670	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha"
"Acroceridae"	"F"	92616	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Nemestrinoidea"
"Ogcodes"	"G"	188257	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Nemestrinoidea>Acroceridae"
"Ogcodes basalis"	"S"	210251	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Nemestrinoidea>Acroceridae>Ogcodes"
"Polyneoptera"	"-"	33341	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.00112	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	0.00112	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera"
"Plecoptera"	"O"	50622	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Polyneoptera"
"Gripopterygoidea"	"-"	143688	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Polyneoptera>Plecoptera"
