"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Staphylococcus carnosus subsp. carnosus TM300"	"-"	396513	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004401	NA	NA	NA	NA	NA	NA	NA	0.004401	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;carnosus>Staphylococcus&nbsp;carnosus&nbsp;subsp.&nbsp;carnosus"
"Staphylococcus schweitzeri"	"S"	1654388	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	0.007151	NA	NA	NA	NA	NA	NA	NA	0.007151	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hyicus"	"S"	1284	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus muscae"	"S"	1294	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus equorum"	"S"	246432	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus piscifermentans"	"S"	70258	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus sp. M0911"	"S"	2025492	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Macrococcus caseolyticus"	"S"	69966	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Macrococcus"
"Macrococcus canis"	"S"	1855823	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Macrococcus"
"Listeria monocytogenes R479a"	"-"	1437838	56	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	NA	NA	0.0308	NA	NA	NA	NA	NA	NA	NA	0.0308	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes 08-5578"	"-"	653938	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	0.008801	NA	NA	NA	NA	NA	NA	NA	0.008801	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC2755"	"-"	932919	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.004951	NA	NA	NA	NA	NA	NA	NA	0.004951	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC2376"	"-"	882097	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC2372"	"-"	932920	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria grayi"	"S"	1641	125	NA	NA	NA	NA	NA	NA	NA	125	NA	NA	1	NA	0.06876	NA	NA	NA	NA	NA	NA	NA	0.06876	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria ivanovii"	"S"	1638	63	NA	NA	NA	NA	NA	NA	NA	63	NA	NA	1	NA	0.03466	NA	NA	NA	NA	NA	NA	NA	0.03466	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria ivanovii subsp. ivanovii"	"-"	202751	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;ivanovii"
"Listeria ivanovii subsp. ivanovii PAM 55"	"-"	881621	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;ivanovii>Listeria&nbsp;ivanovii&nbsp;subsp.&nbsp;ivanovii"
"Listeria ivanovii subsp. londoniensis"	"-"	202752	18	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	0.009902	NA	NA	NA	NA	NA	NA	NA	0.009902	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;ivanovii"
"Listeria seeligeri"	"S"	1640	21	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	0.01155	NA	NA	NA	NA	NA	NA	NA	0.01155	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria seeligeri serovar 1/2b str. SLCC3954"	"-"	683837	21	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	0.01155	NA	NA	NA	NA	NA	NA	NA	0.01155	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;seeligeri"
"Brochothrix"	"G"	2755	108	NA	NA	NA	NA	NA	NA	NA	108	NA	NA	NA	NA	0.05941	NA	NA	NA	NA	NA	NA	NA	0.05941	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Brochothrix thermosphacta"	"S"	2756	108	NA	NA	NA	NA	NA	NA	NA	108	NA	NA	NA	NA	0.05941	NA	NA	NA	NA	NA	NA	NA	0.05941	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Brochothrix"
"Planococcus donghaensis"	"S"	414778	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0.007701	NA	NA	NA	NA	NA	NA	NA	0.007701	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus versutus"	"S"	1302659	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006051	NA	NA	NA	NA	NA	NA	NA	0.006051	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus antarcticus"	"S"	161360	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus antarcticus DSM 14505"	"-"	1185653	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus>Planococcus&nbsp;antarcticus"
"Planococcus sp. Y42"	"S"	2213202	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Sporosarcina sp. PTS2304"	"S"	2283194	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Sporosarcina"
"Jeotgalibacillus"	"G"	157226	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005501	NA	NA	NA	NA	NA	NA	NA	0.005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Jeotgalibacillus malaysiensis"	"S"	1508404	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005501	NA	NA	NA	NA	NA	NA	NA	0.005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Jeotgalibacillus"
"Kurthia sp. 11kri321"	"S"	1750719	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Kurthia"
"Rummeliibacillus"	"G"	648802	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Rummeliibacillus stabekisii"	"S"	241244	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Rummeliibacillus"
"Paenibacillus polymyxa CR1"	"-"	1429244	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	1	NA	0.008801	NA	NA	NA	NA	NA	NA	NA	0.008801	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>Paenibacillus&nbsp;polymyxa"
"Paenibacillus polymyxa E681"	"-"	349520	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>Paenibacillus&nbsp;polymyxa"
"Paenibacillus larvae"	"S"	1464	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	NA	0.003851	NA	NA	NA	NA	NA	NA	NA	0.003851	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus larvae subsp. larvae"	"-"	147375	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>Paenibacillus&nbsp;larvae"
"Paenibacillus larvae subsp. pulvifaciens"	"-"	1477	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.00112	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>Paenibacillus&nbsp;larvae"
"Paenibacillus baekrokdamisoli"	"S"	1712516	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. 18JY67-1"	"S"	2495582	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus terrae"	"S"	159743	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus terrae HPL-003"	"-"	985665	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>Paenibacillus&nbsp;terrae"
"Paenibacillus yonginensis"	"S"	1462996	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. IHBB 10380"	"S"	1566358	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.00112	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. 32O-W"	"S"	1695218	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus ihbetae"	"S"	1870820	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus mucilaginosus"	"S"	61624	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Brevibacillus laterosporus DSM 25"	"-"	1121121	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus>Brevibacillus&nbsp;laterosporus"
"Brevibacillus agri"	"S"	51101	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus"
"Tumebacillus algifaecis"	"S"	1214604	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	1	0.5952	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	0.00112	0.5952	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae>Tumebacillus"
"Exiguobacterium antarcticum"	"S"	132920	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium"
"Exiguobacterium antarcticum B7"	"-"	1087448	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium>Exiguobacterium&nbsp;antarcticum"
"Bacillales Family XI. Incertae Sedis"	"-"	539738	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis"
"Gemella"	"G"	1378	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XI.&nbsp;Incertae&nbsp;Sedis"
"Lactobacillus fermentum F-6"	"-"	767453	51	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	NA	NA	0.02805	NA	NA	NA	NA	NA	NA	NA	0.02805	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;fermentum"
"Lactobacillus fermentum IFO 3956"	"-"	334390	27	NA	NA	NA	NA	NA	NA	NA	27	NA	NA	NA	NA	0.01485	NA	NA	NA	NA	NA	NA	NA	0.01485	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;fermentum"
"Lactobacillus fermentum CECT 5716"	"-"	712938	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0.007701	NA	NA	NA	NA	NA	NA	NA	0.007701	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;fermentum"
"Lactobacillus plantarum subsp. plantarum"	"-"	337330	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	0.0165	NA	NA	NA	NA	NA	NA	NA	0.0165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;plantarum"
"Lactobacillus reuteri 1063"	"-"	1273150	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006051	NA	NA	NA	NA	NA	NA	NA	0.006051	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;reuteri"
"Lactobacillus reuteri ATCC 53608"	"-"	927703	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006051	NA	NA	NA	NA	NA	NA	NA	0.006051	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;reuteri>Lactobacillus&nbsp;reuteri&nbsp;1063"
"Lactobacillus reuteri TD1"	"-"	1358027	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;reuteri"
"Lactobacillus reuteri JCM 1112"	"-"	557433	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;reuteri"
"Lactobacillus reuteri I5007"	"-"	1340495	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;reuteri"
"Lactobacillus salivarius str. Ren"	"-"	1194971	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;salivarius"
"Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365"	"-"	321956	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;delbrueckii>Lactobacillus&nbsp;delbrueckii&nbsp;subsp.&nbsp;bulgaricus"
"Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002"	"-"	390333	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;delbrueckii>Lactobacillus&nbsp;delbrueckii&nbsp;subsp.&nbsp;bulgaricus"
"Lactobacillus murinus"	"S"	1622	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus johnsonii"	"S"	33959	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus amylolyticus"	"S"	83683	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
