"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"Ruminococcaceae UCG-004"	"G"	11362	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcaceae UCG-008"	"G"	11365	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"uncultured"	"G"	1899	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0004566	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	0.0004566	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"uncultured"	"G"	1961	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	0.0004566	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.000394	NA	0.0004566	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIII"
"Soehngenia"	"G"	1948	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Sporanaerobacter"	"G"	11292	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Heliobacterium"	"G"	1981	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae"
"uncultured"	"G"	1770	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	0.0004053	0.0002616	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Family XI"	"F"	1732	2	NA	NA	NA	NA	NA	1	NA	2	NA	1	NA	NA	0.0005232	NA	NA	NA	NA	NA	0.0004417	NA	0.0005232	NA	0.0003154	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Gemella"	"G"	1733	2	NA	NA	NA	NA	NA	1	NA	2	NA	1	NA	NA	0.0005232	NA	NA	NA	NA	NA	0.0004417	NA	0.0005232	NA	0.0003154	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XI"
"Kyrpidia"	"G"	1677	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"uncultured"	"O"	11280	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli"
"uncultured"	"G"	2163	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelatoclostridium"	"G"	11381	2	NA	NA	NA	NA	NA	1	NA	NA	1	2	2	NA	0.0009132	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.000394	0.0006308	0.0009132	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelotrichaceae UCG-007"	"G"	11387	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Gryllotalpicola"	"G"	602	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rarobacteraceae"	"F"	663	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Rarobacter"	"G"	664	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Rarobacteraceae"
"Kibdelosporangium"	"G"	748	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Parviterribacter"	"G"	24566	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales>Solirubrobacteraceae"
"Candidatus Gottesmanbacteria"	"O"	25779	4	NA	NA	NA	NA	NA	1	2	NA	NA	4	NA	NA	0.001262	NA	NA	NA	NA	NA	0.0004417	0.0008106	NA	NA	0.001262	NA	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Kerfeldbacteria"	"O"	25757	2	NA	NA	NA	NA	NA	2	2	NA	2	1	NA	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	0.0008106	NA	0.0007881	0.0003154	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Kuenenbacteria"	"O"	25759	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Buchananbacteria"	"O"	25754	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Spechtbacteria"	"O"	25806	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Yanofskybacteria"	"O"	25811	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Kazania"	"C"	25770	3	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	0.001216	NA	NA	NA	NA	NA	0.0004417	0.001216	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria"
"Chitinivibrionales"	"O"	13924	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Chitinivibrionia"
"Chitinivibrionaceae"	"F"	13925	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Chitinivibrionia>Chitinivibrionales"
"possible genus 03"	"G"	13927	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Chitinivibrionia>Chitinivibrionales>Chitinivibrionaceae"
"Brocadiae"	"C"	25828	2	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	0.0006308	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.0006308	NA	NA	"Bacteria>Planctomycetes"
"Brocadiales"	"O"	25829	2	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	0.0006308	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.0006308	NA	NA	"Bacteria>Planctomycetes>Brocadiae"
"Subgroup 13"	"O"	24442	3	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	NA	0.0009462	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.0009462	NA	NA	"Bacteria>Acidobacteria>Acidobacteriia"
"Fimbriimonas"	"G"	14240	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Armatimonadetes>Fimbriimonadia>Fimbriimonadales>Fimbriimonadaceae"
"Cetobacterium"	"G"	2209	3	NA	NA	NA	NA	NA	1	1	NA	3	NA	1	NA	0.001182	NA	NA	NA	NA	NA	0.0004417	0.0004053	NA	0.001182	NA	0.0004566	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"SL56 marine group"	"C"	1480	4	NA	NA	NA	NA	NA	1	NA	NA	NA	4	NA	NA	0.001262	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.001262	NA	NA	"Bacteria>Chloroflexi"
"MSBL8"	"F"	25215	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales"
"LK-44f"	"F"	25214	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales"
"SM23-31"	"G"	25109	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	NA	NA	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales>Calditrichaceae"
"Calorithrix"	"G"	25107	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales>Calditrichaceae"
"Candidatus Tammella"	"G"	3907	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	NA	NA	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"uncultured"	"G"	3916	2	NA	NA	NA	NA	NA	1	NA	NA	2	2	1	NA	0.0007881	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.0007881	0.0006308	0.0004566	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Acetothermia"	"P"	11130	3	NA	NA	NA	NA	NA	2	2	NA	NA	3	NA	NA	0.0009462	NA	NA	NA	NA	NA	0.0008834	0.0008106	NA	NA	0.0009462	NA	NA	"Bacteria"
"Acetothermiia"	"C"	24412	3	NA	NA	NA	NA	NA	2	2	NA	NA	3	NA	NA	0.0009462	NA	NA	NA	NA	NA	0.0008834	0.0008106	NA	NA	0.0009462	NA	NA	"Bacteria>Acetothermia"
"Thermotogae"	"P"	3963	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria"
"Thermotogae"	"C"	3964	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Thermotogae"
"Kosmotogales"	"O"	14710	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae"
"Kosmotogaceae"	"F"	14711	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae>Kosmotogales"
"Mesotoga"	"G"	14713	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae"
"Aegiribacteria"	"P"	24571	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria"
"TA06"	"P"	3917	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria"
"Candidatus Protistobacter"	"G"	26376	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudogulbenkiania"	"G"	26492	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"endosymbionts3"	"G"	14648	4	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	NA	0.001046	NA	NA	NA	NA	NA	NA	0.0004053	0.001046	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Oceanisphaera"	"G"	3320	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0.0008106	NA	NA	NA	NA	NA	NA	0.0008106	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Alteromonadales Incertae Sedis"	"F"	26309	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Alkalimonas"	"G"	26310	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadales&nbsp;Incertae&nbsp;Sedis"
"Psychromonadaceae"	"F"	3397	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.0004566	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	0.0003154	0.0004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Psychromonas"	"G"	3398	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.0004566	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	0.0003154	0.0004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae"
"Candidatus Photodesmus"	"G"	11563	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Acidiferrobacter"	"G"	14617	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"Milano-WF1B-44"	"O"	26714	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Spiribacter"	"G"	26727	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrococcales>Nitrococcaceae"
"Palleronia"	"G"	2605	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanicola"	"G"	2601	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jiella"	"G"	26109	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Corticibacterium"	"G"	26104	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Albibacter"	"G"	26077	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Candidatus Neoehrlichia"	"G"	2765	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Mailhella"	"G"	26279	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Marivirga"	"G"	24747	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004566	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cesiribacter"	"G"	24733	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Rufibacter"	"G"	24781	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Arenibacter"	"G"	24852	3	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	0.001216	NA	NA	NA	NA	NA	NA	0.001216	NA	0.000394	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Salegentibacter"	"G"	24946	2	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	0.0008106	NA	NA	NA	NA	NA	NA	0.0008106	NA	0.000394	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Muricauda"	"G"	24919	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0009132	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	0.0009132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Mesonia"	"G"	24918	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	0.0004566	NA	NA	NA	NA	NA	NA	0.0004053	NA	0.000394	NA	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Robiginitalea"	"G"	24944	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Croceibacter"	"G"	24870	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Croceitalea"	"G"	24871	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	0.000394	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Pseudozobellia"	"G"	24939	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Wandonia"	"G"	24832	2	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	0.0008106	NA	NA	NA	NA	NA	NA	0.0008106	NA	0.0007881	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Elizabethkingia"	"G"	24992	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	0.000394	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Hydrotalea"	"G"	24684	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004566	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Bact-08"	"G"	24649	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"M2PB4-61 termite group"	"G"	971	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Prevotella 6"	"G"	11181	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.0008106	NA	NA	NA	NA	NA	NA	0.0008106	NA	NA	NA	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"MSB-3C8"	"F"	25070	2	NA	NA	NA	NA	NA	NA	1	NA	1	2	2	NA	0.0009132	NA	NA	NA	NA	NA	NA	0.0004053	NA	0.000394	0.0006308	0.0009132	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Kryptoniales"
"Arthrospira PCC-7345"	"G"	25435	14	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	0.005674	NA	NA	NA	NA	NA	NA	0.005674	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Lyngbya PCC-7419"	"G"	25438	12	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	0.004864	NA	NA	NA	NA	NA	NA	0.004864	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"uncultured"	"G"	25444	10	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	0.004053	NA	NA	NA	NA	NA	NA	0.004053	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Trichocoleus SAG 26.92"	"G"	25441	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0.0008106	NA	NA	NA	NA	NA	NA	0.0008106	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Cephalothrix SAG 75.79"	"G"	25436	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	NA	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Nostoc PCC-73102"	"G"	25384	9	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	0.003648	NA	NA	NA	NA	NA	NA	0.003648	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Fischerella PCC-9339"	"G"	25369	8	NA	NA	NA	NA	NA	NA	8	NA	1	NA	NA	NA	0.003242	NA	NA	NA	NA	NA	NA	0.003242	NA	0.000394	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Stigonema SAG 48.90"	"G"	25399	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	1	NA	0.002027	NA	NA	NA	NA	NA	NA	0.002027	NA	NA	NA	0.0004566	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
